"Player_name","Year","Level","T","G","W","L","IP","TBF","Kpct","BBpct","K_BB","HR_9","FIP","ERA","DER","DER_denom"
"大谷　智久",2012,"Top","M","42","4","6",81.7,345,12.8,5.51,7.2,0.11,2.4,3.2,0.703,279
"荻野　忠寛",2012,"Top","M","5","0","0",5.7,23,13,4.35,8.7,3.18,6.67,3.18,0.824,17
"小野　晋吾",2012,"Top","M","15","2","5",81,336,12.5,5.06,7.4,0.67,3.36,3.44,0.744,266
"カルロス・ロサ",2012,"Top","M","16","0","1",15,77,16.9,7.79,9.1,1.2,4.02,6,0.6,55
"香月　良仁",2012,"Top","M","2","1","1",8.3,40,12.5,15,-2.5,0,3.58,5.4,0.655,29
"唐川　侑己",2012,"Top","M","12","8","2",84.7,341,9.4,4.4,5,0.43,3.04,2.66,0.732,287
"木村　雄太",2012,"Top","M","4","0","0",6.7,31,22.6,9.68,12.9,1.35,4.27,4.05,0.684,19
"グライシンガー",2012,"Top","M","25","12","8",168.7,666,16.8,3.6,13.2,0.27,2.19,2.24,0.733,520
"中後　悠平",2012,"Top","M","27","2","0",20.3,96,15.6,13.54,2.1,0.44,4.29,4.87,0.683,63
"中郷　大樹",2012,"Top","M","44","3","1",68,276,13,6.52,6.5,0.53,3.29,2.51,0.764,212
"成瀬　善久",2012,"Top","M","28","12","11",200.7,806,15.1,4.22,10.9,0.94,3.28,2.83,0.752,626
"橋本　健太郎",2012,"Top","M","13","0","0",15,70,17.1,11.43,5.7,0.6,3.88,4.2,0.745,47
"藤岡　貴裕",2012,"Top","M","21","6","7",115.3,508,16.3,10.04,6.3,0.7,3.6,3.36,0.711,360
"古谷　拓哉",2012,"Top","M","10","0","0",9.3,48,4.2,12.5,-8.3,1.93,6.9,5.79,0.658,38
"ペン",2012,"Top","M","4","1","2",20.3,87,17.2,8.05,9.2,0,2.17,3.98,0.677,65
"マシス",2012,"Top","M","6","1","4",26.3,124,11.3,6.45,4.8,0.68,3.45,6.49,0.61,100
"益田　直也",2012,"Top","M","72","2","2",75.3,308,18.5,6.17,12.3,0.24,2.16,1.67,0.738,225
"松本　幸大",2012,"Top","M","3","0","0",2.3,13,7.7,7.69,0,0,3.04,7.71,0.545,11
"南　昌輝",2012,"Top","M","26","1","0",25,110,20,13.64,6.4,0,2.78,0.36,0.736,72
"薮田　安彦",2012,"Top","M","61","1","6",56.7,250,17.2,8.8,8.4,0.64,3.02,3.34,0.686,172
"吉見　祐治",2012,"Top","M","8","1","2",31.3,135,11.9,9.63,2.2,0.86,4.08,5.17,0.738,103
"レデズマ",2012,"Top","M","1","0","0",1,7,14.3,14.29,0,0,3.62,18,0.6,5
"渡辺　俊介",2012,"Top","M","13","4","4",69.7,302,7.3,4.3,3,0.9,3.94,4.39,0.717,258
"赤川　克紀",2012,"Top","S","28","8","9",156.7,668,13.6,7.78,5.8,0.75,3.66,3.79,0.715,501
"阿部　健太",2012,"Top","S","15","0","0",15,62,14.5,9.68,4.8,0.6,3.28,3.6,0.756,45
"石川　雅規",2012,"Top","S","27","8","11",172.7,721,13.9,5.69,8.2,0.73,3.28,3.6,0.712,559
"林　昌勇",2012,"Top","S","9","0","0",7,28,25,7.14,17.9,0,1.47,0,0.684,19
"ウーゴ",2012,"Top","S","1","0","0",0.7,6,0,66.67,-66.7,0,20.62,13.5,1,2
"押本　健彦",2012,"Top","S","65","4","1",59.7,261,18.8,8.05,10.7,1.36,3.99,3.62,0.691,178
"小野寺　力",2012,"Top","S","4","0","0",4.7,20,20,0,20,1.93,3.69,7.71,0.667,15
"久古　健太郎",2012,"Top","S","9","0","0",8,37,16.2,8.11,8.1,2.25,5.49,5.63,0.731,26
"七條　祐樹",2012,"Top","S","6","2","3",30,131,9.2,9.16,0,0.9,4.52,4.2,0.735,102
"正田　樹",2012,"Top","S","24","0","0",25.3,108,13,4.63,8.3,0,2.34,2.84,0.644,87
"館山　昌平",2012,"Top","S","25","12","8",168.3,676,17.6,6.66,10.9,0.37,2.6,2.25,0.73,496
"中澤　雅人",2012,"Top","S","3","2","0",15,66,12.1,7.58,4.5,0,2.95,2.4,0.706,51
"バーネット",2012,"Top","S","57","1","2",54.3,213,24.4,5.16,19.2,0.66,2.38,1.82,0.722,144
"日高　亮",2012,"Top","S","66","3","2",51.3,213,18.8,9.86,8.9,0.35,2.85,2.98,0.738,149
"平井　諒",2012,"Top","S","22","2","2",19,82,12.2,6.1,6.1,1.42,4.56,5.68,0.714,63
"フェルナンデス",2012,"Top","S","9","1","0",12.7,61,6.6,14.75,-8.2,1.42,6.41,7.11,0.711,45
"増渕　竜義",2012,"Top","S","49","2","7",73.7,331,19,10.27,8.8,0.73,3.39,5.38,0.671,225
"松井　光介",2012,"Top","S","20","1","0",18,77,15.6,7.79,7.8,0.5,3.17,4.5,0.719,57
"松岡　健一",2012,"Top","S","7","0","0",6.3,29,17.2,6.9,10.3,0,2.46,0,0.619,21
"村中　恭兵",2012,"Top","S","25","10","7",144,633,14.1,9.48,4.6,0.38,3.25,3.88,0.684,472
"八木　亮祐",2012,"Top","S","3","1","0",15,65,20,16.92,3.1,0.6,4.15,1.8,0.769,39
"山本　哲哉",2012,"Top","S","50","2","2",44.7,183,20.8,8.2,12.6,0.2,2.41,1.21,0.683,126
"ロマン",2012,"Top","S","26","9","11",165.7,703,13.7,9.82,3.8,0.43,3.39,3.04,0.724,521
"渡辺　恒樹",2012,"Top","S","3","0","0",2,13,15.4,15.38,0,4.5,10.12,13.5,0.5,8
"秋山　拓巳",2012,"Top","T","2","1","1",8,39,15.4,5.13,10.3,3.38,6.37,9,0.556,27
"安藤　優也",2012,"Top","T","13","3","7",73.3,310,13.5,4.84,8.7,0.74,3.19,4.05,0.707,246
"伊藤　和雄",2012,"Top","T","1","0","1",4,22,9.1,13.64,-4.5,0,3.87,6.75,0.588,17
"岩田　稔",2012,"Top","T","25","8","14",153.3,648,16.5,6.33,10.2,0.59,2.85,3.52,0.697,485
"岩本　輝",2012,"Top","T","3","2","1",18.7,76,14.5,14.47,0,0,3.37,0,0.792,53
"榎田　大樹",2012,"Top","T","48","3","3",42.3,188,19.7,10.64,9,0.43,3.25,2.34,0.712,118
"加藤　康介",2012,"Top","T","41","0","0",32.7,120,28.3,9.17,19.2,0.28,2.03,0.83,0.808,73
"久保　康友",2012,"Top","T","18","4","7",108,442,14.7,5.66,9,0.58,3.09,2.33,0.729,340
"久保田　智之",2012,"Top","T","4","0","0",3,13,15.4,7.69,7.7,0,2.28,6,0.7,10
"小嶋　達也",2012,"Top","T","4","0","0",5.3,28,28.6,14.29,14.3,0,3.55,3.38,0.538,13
"ザラテ",2012,"Top","T","2","0","0",2,12,16.7,8.33,8.3,0,2.12,9,0.556,9
"歳内　宏明",2012,"Top","T","1","0","0",5,21,14.3,9.52,4.8,0,2.62,1.8,0.75,16
"鄭　凱文",2012,"Top","T","10","0","0",11,48,12.5,8.33,4.2,0.82,3.8,2.45,0.757,37
"白仁田　寛和",2012,"Top","T","2","0","0",2.7,10,0,0,0,0,2.62,3.38,0.7,10
"スタンリッジ",2012,"Top","T","25","7","12",150.3,619,16.5,7.27,9.2,0.48,3.03,2.69,0.721,451
"筒井　和也",2012,"Top","T","58","2","1",50,209,22,9.09,12.9,0.54,2.7,3.24,0.689,135
"鶴　直人",2012,"Top","T","43","1","0",57,223,13.5,7.17,6.3,0.47,3.09,1.89,0.785,172
"能見　篤史",2012,"Top","T","29","10","10",182,737,23.3,5.02,18.3,0.69,2.35,2.42,0.719,509
"福原　忍",2012,"Top","T","60","2","4",51,216,19.9,5.56,14.4,0.35,2.32,1.76,0.701,154
"藤川　球児",2012,"Top","T","48","2","2",47.7,189,30.7,7.94,22.8,0.19,1.34,1.32,0.705,112
"藤原　正典",2012,"Top","T","5","0","0",3.7,19,15.8,10.53,5.3,0,2.62,7.36,0.571,14
"二神　一人",2012,"Top","T","4","0","1",12.3,49,14.3,4.08,10.2,1.46,4.08,4.38,0.684,38
"メッセンジャー",2012,"Top","T","30","10","11",196.7,801,20.7,8.11,12.6,0.32,2.37,2.52,0.715,554
"渡辺　亮",2012,"Top","T","50","0","0",52.3,239,13.8,12.97,0.8,0.52,3.99,2.06,0.724,170
"阿南　徹",2012,"Farm","Bs","26","0","2",26.3,113,15,9.73,5.3,0.68,3.81,4.78,0.716,81
"井川　慶",2012,"Farm","Bs","5","2","1",20,85,9.4,3.53,5.9,0,2.96,2.25,0.761,71
"伊原　正樹",2012,"Farm","Bs","14","3","1",46.7,197,16.2,8.63,7.6,0.39,3.21,2.7,0.703,145
"甲斐　拓哉",2012,"Farm","Bs","1","0","0",1,6,33.3,0,33.3,9,11.86,27,0.333,3
"海田　智行",2012,"Farm","Bs","5","2","0",12.3,47,17,2.13,14.9,0,2.05,0,0.676,37
"香月　良太",2012,"Farm","Bs","5","1","0",4.7,20,10,5,5,1.93,5.43,1.93,0.786,14
"金子　千尋",2012,"Farm","Bs","3","0","0",11,53,11.3,3.77,7.5,0,2.32,5.73,0.556,45
"鴨志田　貴司",2012,"Farm","Bs","37","1","1",41.7,179,22.3,11.17,11.2,0,2.53,1.94,0.709,117
"木佐貫　洋",2012,"Farm","Bs","2","0","0",11,34,35.3,0,35.3,0,0.68,0,0.864,22
"桑原　謙太朗",2012,"Farm","Bs","22","5","1",58.7,250,18.8,8.4,10.4,0.15,2.61,2.61,0.685,178
"小松　聖",2012,"Farm","Bs","14","1","1",23.7,103,20.4,8.74,11.7,0.76,3.33,3.8,0.732,71
"近藤　一樹",2012,"Farm","Bs","8","2","2",40.3,172,18,7.56,10.5,0.22,2.76,2.68,0.688,125
"佐藤　達也",2012,"Farm","Bs","30","2","1",38.7,150,25.3,8,17.3,0,1.83,1.86,0.74,100
"高橋　秀聡",2012,"Farm","Bs","27","1","1",48,200,18.5,7,11.5,0.56,3.32,4.5,0.738,141
"高宮　和也",2012,"Farm","Bs","41","3","1",43.3,178,20.2,7.87,12.4,0.42,2.77,2.49,0.722,126
"塚原　頌平",2012,"Farm","Bs","6","3","2",32.3,135,20,5.19,14.8,0.28,2.34,3.34,0.646,99
"寺原　隼人",2012,"Farm","Bs","4","2","0",18,65,24.6,4.62,20,0,1.59,0,0.761,46
"長峰　昌司",2012,"Farm","Bs","11","0","0",13,60,16.7,6.67,10,0.69,3.25,4.15,0.622,45
"中山　慎也",2012,"Farm","Bs","1","0","0",6,28,10.7,7.14,3.6,0,3.86,6,0.714,21
"西　勇輝",2012,"Farm","Bs","4","0","0",20,78,19.2,5.13,14.1,0.45,2.76,0.9,0.684,57
"西川　雅人",2012,"Farm","Bs","27","2","0",28.3,118,17.8,8.47,9.3,0,2.44,1.91,0.724,87
"バイエスタス",2012,"Farm","Bs","6","1","3",27.7,129,7,14.73,-7.8,0.33,4.85,5.86,0.717,99
"比嘉　幹貴",2012,"Farm","Bs","9","0","1",10,38,28.9,0,28.9,0,0.66,3.6,0.704,27
"フィガロ",2012,"Farm","Bs","9","1","2",28.7,125,18.4,4,14.4,0.31,2.34,4.08,0.684,95
"古川　秀一",2012,"Farm","Bs","16","3","4",81.7,329,21,6.99,14,0.22,2.41,1.98,0.73,233
"白　チャ丞",2012,"Farm","Bs","9","2","4",29.7,137,15.3,5.84,9.5,0.3,2.9,4.25,0.629,105
"マエストリ",2012,"Farm","Bs","5","0","1",14,59,20.3,11.86,8.5,0,2.65,1.29,0.75,40
"マクレーン",2012,"Farm","Bs","3","2","1",17,69,14.5,4.35,10.1,0,2.22,2.12,0.679,56
"前田　祐二",2012,"Farm","Bs","27","1","1",39.7,166,18.7,4.82,13.9,0,2.06,2.5,0.72,125
"ミンチェ",2012,"Farm","Bs","12","1","1",13,52,15.4,1.92,13.5,0,1.86,3.46,0.721,43
"山崎　正貴",2012,"Farm","Bs","3","0","0",2.7,13,15.4,15.38,0,0,3.61,0,0.889,9
"山田　修義",2012,"Farm","Bs","21","5","7",96.3,382,12.3,6.02,6.3,0.28,3.04,2.43,0.763,308
"吉野　誠",2012,"Farm","Bs","19","1","1",19.3,73,26,2.74,23.3,0.47,1.88,3.26,0.765,51
"相澤　寿聡",2012,"Farm","C","16","0","0",12,51,9.8,9.8,0,0,3.28,1.5,0.707,41
"池ノ内　亮介",2012,"Farm","C","24","2","1",22,108,12,18.52,-6.5,0,4.55,4.5,0.716,74
"伊東　昂大",2012,"Farm","C","4","0","0",3,14,21.4,0,21.4,3,5.2,6,0.6,10
"今井　啓介",2012,"Farm","C","7","1","1",20,86,16.3,8.14,8.1,0.45,3.46,1.35,0.71,62
"今村　猛",2012,"Farm","C","1","1","0",1,3,66.7,0,66.7,0,-1.14,0,1,1
"岩見　優輝",2012,"Farm","C","18","4","2",33.3,141,17,12.06,5,1.08,4.51,1.62,0.781,96
"上野　弘文",2012,"Farm","C","35","1","2",35,136,8.1,2.94,5.1,0.51,3.32,3.09,0.769,117
"梅津　智弘",2012,"Farm","C","30","7","4",75.7,303,15.2,4.62,10.6,0.83,3.37,2.02,0.766,235
"江草　仁貴",2012,"Farm","C","23","0","1",17.7,78,26.9,3.85,23.1,0,1,2.55,0.593,54
"大島　崇行",2012,"Farm","C","27","1","3",48.7,205,18.5,5.37,13.2,0.37,2.76,3.7,0.687,150
"大竹　寛",2012,"Farm","C","2","0","1",13,50,12,4,8,0,2.63,1.38,0.756,41
"金丸　将也",2012,"Farm","C","37","1","1",30.7,115,15.7,6.96,8.7,0,2.47,1.17,0.742,89
"河内　貴哉",2012,"Farm","C","15","1","0",11.7,47,23.4,10.64,12.8,0,2.26,1.54,0.742,31
"菊地原　毅",2012,"Farm","C","23","1","0",19.7,82,15.9,3.66,12.2,0.46,2.66,0.92,0.754,65
"岸本　秀樹",2012,"Farm","C","17","0","3",16.3,75,16,12,4,1.1,4.64,3.86,0.72,50
"小松　剛",2012,"Farm","C","3","0","0",2.3,14,7.1,28.57,-21.4,0,7.15,7.71,0.556,9
"サファテ",2012,"Farm","C","3","0","0",4,13,23.1,0,23.1,0,1.36,0,0.8,10
"齊藤　悠葵",2012,"Farm","C","17","4","5",89,376,12.2,5.32,6.9,0.3,3.11,2.93,0.725,302
"篠田　純平",2012,"Farm","C","14","6","2",83,341,9.7,4.99,4.7,0.11,2.95,2.39,0.716,285
"武内　久士",2012,"Farm","C","22","1","4",49,197,18.3,7.61,10.7,0.37,2.9,2.2,0.755,143
"弦本　悠希",2012,"Farm","C","10","0","0",12,60,10,10,0,0.75,4.45,3.75,0.617,47
"戸田　隆矢",2012,"Farm","C","11","4","2",52.3,237,14.3,9.28,5.1,0.34,3.32,3.27,0.682,179
"富永　一",2012,"Farm","C","5","0","0",3.7,19,5.3,5.26,0,2.45,6.68,7.36,0.562,16
"永川　勝浩",2012,"Farm","C","33","4","3",45,194,21.6,5.15,16.5,0.6,2.66,4,0.693,137
"中崎　翔太",2012,"Farm","C","8","2","1",34.7,151,12.6,7.28,5.3,0,2.72,3.12,0.672,119
"中田　廉",2012,"Farm","C","17","2","2",27.7,125,22.4,9.6,12.8,0.98,3.44,5.2,0.658,79
"中村　恭平",2012,"Farm","C","10","3","3",53,217,17.1,8.76,8.3,0.34,3.15,3.06,0.752,157
"野村　祐輔",2012,"Farm","C","1","0","0",6,23,26.1,4.35,21.7,0,1.36,3,0.75,16
"福井　優也",2012,"Farm","C","11","2","4",63.7,265,19.2,9.43,9.8,0.85,3.66,4.1,0.732,183
"ミコライオ",2012,"Farm","C","1","0","0",1,3,66.7,0,66.7,0,-1.14,0,1,1
"横山　竜士",2012,"Farm","C","29","0","0",26.7,113,15.9,6.19,9.7,0.34,2.79,3.71,0.701,87
"浅尾　拓也",2012,"Farm","D","16","1","0",15.7,68,13.2,10.29,2.9,1.15,4.71,4.02,0.72,50
"朝倉　健太",2012,"Farm","D","25","0","0",24.7,106,13.2,5.66,7.5,0.73,3.51,2.19,0.738,84
"伊藤　準規",2012,"Farm","D","8","1","1",42,181,12.7,6.08,6.6,0.43,3.46,4.5,0.688,141
"岩田　慎司",2012,"Farm","D","4","1","1",13,55,21.8,10.91,10.9,0,2.4,0,0.703,37
"大野　雄大",2012,"Farm","D","11","3","2",65.7,250,26,7.6,18.4,0.14,1.95,1.78,0.739,165
"小笠原　孝",2012,"Farm","D","14","2","4",61,251,14.3,5.18,9.2,0.44,3.11,2.8,0.699,196
"岡田　俊哉",2012,"Farm","D","22","0","3",19.3,89,9,8.99,0,0,3.59,1.86,0.718,71
"小川　龍也",2012,"Farm","D","16","4","5",82.3,375,12.8,8.27,4.5,0.66,4.03,3.5,0.671,283
"小熊　凌祐",2012,"Farm","D","39","2","3",39.3,155,23.2,3.23,20,0.46,2,2.29,0.721,111
"川上　憲伸",2012,"Farm","D","11","3","3",46,186,11.3,2.69,8.6,0.78,3.6,4.3,0.732,153
"川崎　貴弘",2012,"Farm","D","14","0","2",21.3,95,12.6,12.63,0,0,3.43,3.8,0.648,71
"金剛　弘樹",2012,"Farm","D","43","4","1",40.7,177,12.4,3.95,8.5,0.22,2.77,3.32,0.662,145
"齊藤　信介",2012,"Farm","D","23","0","0",22.7,100,11,5,6,0.4,3.13,4.76,0.663,83
"清水　昭信",2012,"Farm","D","24","0","1",23.3,99,13.1,1.01,12.1,0,2.13,3.86,0.675,83
"鈴木　義広",2012,"Farm","D","16","1","1",11.7,51,9.8,11.76,-2,1.54,6.03,6.17,0.784,37
"ソト",2012,"Farm","D","12","0","0",14,61,11.5,6.56,4.9,0,2.93,1.93,0.694,49
"宋　相勲",2012,"Farm","D","2","0","1",0.7,6,0,50,-50,0,16.36,27,0.667,3
"高島　祥平",2012,"Farm","D","17","1","0",16.3,80,8.8,18.75,-10,0.55,5.74,6.06,0.714,56
"高橋　聡文",2012,"Farm","D","23","0","1",21.3,82,15.9,8.54,7.3,0,2.77,1.27,0.77,61
"田島　慎二",2012,"Farm","D","1","0","0",1,4,25,0,25,0,0.86,0,0.333,3
"辻　孟彦",2012,"Farm","D","23","2","7",62,269,13.4,3.72,9.7,0.87,3.64,4.06,0.7,213
"中田　賢一",2012,"Farm","D","5","1","1",22,95,15.8,7.37,8.4,0.41,3.05,4.09,0.694,72
"西川　健太郎",2012,"Farm","D","17","7","4",80.3,322,14,7.76,6.2,0.34,3.31,2.58,0.747,245
"ネルソン",2012,"Farm","D","8","3","0",22,77,18.2,2.6,15.6,0.41,2.45,0.82,0.833,60
"久本　祐一",2012,"Farm","D","20","2","2",20,86,12.8,4.65,8.1,0.45,3.01,4.5,0.657,70
"平井　正史",2012,"Farm","D","25","1","0",22.7,100,17,6,11,0.4,2.73,3.57,0.632,76
"三瀬　幸司",2012,"Farm","D","12","0","0",8,36,2.8,11.11,-8.3,0,4.11,5.63,0.645,31
"武藤　祐太",2012,"Farm","D","8","0","1",7.3,30,13.3,3.33,10,0,2.18,2.45,0.72,25
"矢地　健人",2012,"Farm","D","37","3","3",37,159,16.4,10.69,5.7,0,2.92,2.43,0.73,115
"山井　大介",2012,"Farm","D","1","0","1",4.3,19,10.5,15.79,-5.3,0,3.33,0,0.923,13
"山内　壮馬",2012,"Farm","D","1","0","1",6,25,20,0,20,0,1.2,0,0.75,20
"山本昌",2012,"Farm","D","8","0","3",29,119,12.6,6.72,5.9,0.31,3.21,2.79,0.745,94
"雄太",2012,"Farm","D","8","2","1",33,120,11.7,1.67,10,0,2.2,0.55,0.76,104
"吉見　一起",2012,"Farm","D","4","0","1",12,47,19.1,0,19.1,0,1.36,3,0.711,38
"阿斗里",2012,"Farm","DB","29","3","0",52,214,15.4,10.75,4.7,0.35,3.42,1.73,0.744,156
"安斉　雄虎",2012,"Farm","DB","6","0","0",11,49,8.2,20.41,-12.2,0.82,6.05,1.64,0.794,34
"伊藤　拓郎",2012,"Farm","DB","4","2","0",14,51,11.8,3.92,7.8,0,2.65,0,0.786,42
"牛田　成樹",2012,"Farm","DB","46","0","2",48.7,199,26.6,8.54,18.1,0.55,2.66,2.22,0.774,124
"江尻　慎太郎",2012,"Farm","DB","31","3","1",32.3,140,21.4,5.71,15.7,0.84,2.96,5.29,0.67,97
"大原　慎司",2012,"Farm","DB","24","3","2",21.7,87,29.9,5.75,24.1,0,1.16,1.66,0.692,52
"加賀美　希昇",2012,"Farm","DB","8","4","1",46,183,16.4,4.37,12,0.2,2.43,1.57,0.734,143
"菊地　和正",2012,"Farm","DB","2","0","0",2,12,0,0,0,0,2.86,4.5,0.5,12
"北方　悠誠",2012,"Farm","DB","6","0","2",14.3,79,6.3,22.78,-16.5,0,6.35,6.91,0.63,54
"クレイマー",2012,"Farm","DB","3","0","2",9.7,47,10.6,19.15,-8.5,0,4.93,8.38,0.625,32
"国吉　佑樹",2012,"Farm","DB","5","1","3",30,124,24.2,2.42,21.8,1.2,2.9,4.2,0.678,87
"小杉　陽太",2012,"Farm","DB","12","2","4",46.7,203,15.8,4.43,11.3,0,2.13,2.89,0.665,161
"小林　公太",2012,"Farm","DB","5","0","0",4.3,20,10,5,5,0,2.63,6.23,0.647,17
"小林　寛",2012,"Farm","DB","15","2","3",48,209,14.4,8.61,5.7,0.75,3.88,4.5,0.686,156
"小林　太志",2012,"Farm","DB","5","1","1",25,107,12.1,6.54,5.6,0.36,3.42,2.88,0.726,84
"佐藤　祥万",2012,"Farm","DB","32","1","1",27.7,119,13.4,5.04,8.4,0.65,3.41,2.6,0.685,92
"ジオ",2012,"Farm","DB","8","2","0",30,131,13,7.63,5.3,0.3,3.26,4.5,0.696,102
"篠原　貴行",2012,"Farm","DB","3","0","0",3,12,33.3,8.33,25,0,1.2,3,0.857,7
"清水　直行",2012,"Farm","DB","8","0","1",14,61,11.5,8.2,3.3,0.64,4.29,4.5,0.717,46
"須田　幸太",2012,"Farm","DB","12","3","2",54,213,22.1,6.57,15.5,0.33,2.33,1.5,0.714,147
"高崎　健太郎",2012,"Farm","DB","1","0","0",1,3,0,0,0,0,2.86,0,1,3
"田中　健二朗",2012,"Farm","DB","10","5","3",59.7,245,13.5,6.12,7.3,0.45,3.22,3.32,0.725,193
"冨田　康祐",2012,"Farm","DB","10","0","1",12,55,23.6,12.73,10.9,1.5,4.86,6,0.594,32
"ハミルトン",2012,"Farm","DB","6","0","0",6.7,34,17.6,5.88,11.8,1.35,4.36,8.1,0.542,24
"林　昌範",2012,"Farm","DB","20","0","1",18.3,73,16.4,9.59,6.8,0,2.7,2.95,0.778,54
"ブランドン",2012,"Farm","DB","5","0","1",18,71,23.9,7.04,16.9,0.5,2.53,1,0.75,48
"福田　岳洋",2012,"Farm","DB","35","4","0",43.3,178,16.9,7.3,9.6,0.21,2.68,1.66,0.731,134
"福山　博之",2012,"Farm","DB","20","2","2",22,105,10.5,6.67,3.8,0.82,4.27,2.86,0.667,81
"藤井　秀悟",2012,"Farm","DB","9","0","3",39,163,11.7,4.29,7.4,0.23,2.84,3.46,0.689,135
"藤江　均",2012,"Farm","DB","3","0","0",3,9,0,0,0,0,2.86,0,0.889,9
"眞下　貴之",2012,"Farm","DB","16","3","3",63,286,17.1,13.64,3.5,0.29,3.63,4.43,0.672,195
"山本　省吾",2012,"Farm","DB","11","6","3",64,254,15.7,3.94,11.8,0.42,2.83,2.25,0.724,196
"王　溢正",2012,"Farm","DB","14","6","3",74.3,321,16.8,5.92,10.9,0.48,2.96,4.12,0.665,242
"有銘　兼久",2012,"Farm","E","32","3","1",26,106,24.5,12.26,12.3,0,2.59,2.08,0.769,65
"井坂　亮平",2012,"Farm","E","4","0","1",12.7,60,10,8.33,1.7,0,3.1,5.68,0.673,49
"井上　雄介",2012,"Farm","E","21","2","0",31.3,127,26,12.6,13.4,0.29,3.09,0.86,0.822,73
"上園　啓史",2012,"Farm","E","18","2","4",44,179,15.1,2.23,12.8,0.2,2.34,3.07,0.683,145
"片山　博視",2012,"Farm","E","16","4","1",23.3,98,19.4,4.08,15.3,0,2.01,3.09,0.658,73
"加藤　大輔",2012,"Farm","E","1","0","0",1,5,0,20,-20,0,5.86,0,0.5,4
"加藤　貴大",2012,"Farm","E","7","0","0",7.3,49,14.3,34.69,-20.4,1.23,10.91,13.5,0.667,21
"釜田　佳直",2012,"Farm","E","7","0","0",21,83,21.7,6.02,15.7,0,2.43,0.86,0.786,56
"辛島　航",2012,"Farm","E","6","2","2",37,152,19.7,3.29,16.4,0.49,2.43,2.68,0.711,114
"川井　貴志",2012,"Farm","E","12","3","5",53.3,233,14.2,4.29,9.9,0.34,2.84,2.87,0.686,185
"川岸　強",2012,"Farm","E","26","1","3",28,119,10.9,2.52,8.4,0.64,3.29,4.18,0.67,100
"川島　亮",2012,"Farm","E","12","1","2",15,74,10.8,5.41,5.4,1.2,4.33,6.6,0.6,60
"菊池　保則",2012,"Farm","E","17","7","2",101.3,411,15.8,4.62,11.2,0.62,3.22,3.2,0.729,314
"佐竹　健太",2012,"Farm","E","23","2","1",23.7,106,21.7,7.55,14.2,0,2.06,3.8,0.649,74
"塩見　貴洋",2012,"Farm","E","4","0","0",17,63,27,3.17,23.8,0,1.22,1.59,0.682,44
"下柳　剛",2012,"Farm","E","11","3","3",52.3,227,12.3,6.61,5.7,0.86,4.01,3.78,0.672,177
"ダックワース",2012,"Farm","E","2","0","1",11,50,14,10,4,0.82,4.14,3.27,0.649,37
"高堀　和也",2012,"Farm","E","25","2","1",34,137,32.1,8.03,24.1,0.53,2.01,2.65,0.725,80
"田中　将大",2012,"Farm","E","1","0","0",4,15,40,6.67,33.3,0,0.61,0,0.625,8
"土屋　朋弘",2012,"Farm","E","20","1","1",25.7,118,11.9,8.47,3.4,0.7,4.42,3.86,0.705,88
"戸村　健次",2012,"Farm","E","13","5","4",95.7,403,14.9,7.94,6.9,0.28,3.08,2.63,0.693,306
"永井　怜",2012,"Farm","E","17","10","4",101.3,422,14,5.45,8.5,0.71,3.55,3.91,0.713,327
"ハウザー",2012,"Farm","E","5","0","0",6,24,29.2,8.33,20.8,0,2.03,0,0.857,14
"橋本　義隆",2012,"Farm","E","27","0","0",30.7,127,18.1,5.51,12.6,1.17,3.74,1.76,0.742,93
"ヒメネス",2012,"Farm","E","2","0","1",6.7,33,15.2,6.06,9.1,0,2.26,9.45,0.577,26
"藤原　紘通",2012,"Farm","E","21","4","4",59,241,13.7,4.98,8.7,0.15,2.73,2.14,0.724,192
"美馬　学",2012,"Farm","E","4","1","2",25.7,109,14.7,4.59,10.1,0.35,2.71,3.16,0.713,87
"武藤　好貴",2012,"Farm","E","17","0","1",37,151,18.5,8.61,9.9,0.73,3.54,3.16,0.717,106
"山村　宏樹",2012,"Farm","E","14","2","3",26.3,120,5.8,3.33,2.5,0.68,4,4.44,0.695,105
"ラズナー",2012,"Farm","E","5","0","0",7,27,22.2,7.41,14.8,0,2.43,0,0.889,18
"石井　裕也",2012,"Farm","F","8","0","0",8,33,18.2,0,18.2,1.12,2.99,2.25,0.692,26
"糸数　敬作",2012,"Farm","F","22","6","3",101.7,441,17.7,7.48,10.2,0.44,3.24,2.66,0.727,315
"乾　真大",2012,"Farm","F","16","0","1",25.7,97,24.7,5.15,19.6,0.7,2.59,1.05,0.848,66
"ウルフ",2012,"Farm","F","1","0","0",5,16,12.5,0,12.5,0,2.06,0,0.929,14
"植村　祐介",2012,"Farm","F","21","0","2",24.3,123,17.1,9.76,7.3,2.59,6.36,8.14,0.602,83
"上沢　直之",2012,"Farm","F","10","0","4",27.7,134,9,7.46,1.5,1.3,4.96,5.2,0.685,108
"運天　ジョン・クレイトン",2012,"Farm","F","3","0","0",1.3,12,8.3,41.67,-33.3,0,12.61,40.5,0.333,6
"榎下　陽大",2012,"Farm","F","38","2","4",44,191,29.3,6.81,22.5,0.82,2.45,4.5,0.658,117
"大塚　豊",2012,"Farm","F","33","3","2",41.7,182,12.1,5.49,6.6,0,2.67,1.73,0.703,148
