"Player_name","Year","Level","T","G","W","L","IP","TBF","Kpct","BBpct","K_BB","HR_9","FIP","ERA","DER"
"福原　忍",2014,"Farm","T","2","0","0",2,6,33.3,0,33.3,0,1.041,0,0.75
"藤浪　晋太郎",2014,"Farm","T","1","1","0",7,26,38.5,7.69,30.8,1.29,2.899,1.29,0.846
"藤原　正典",2014,"Farm","T","20","0","1",22.7,106,10.4,15.09,-4.7,0,4.453,3.97,0.671
"二神　一人",2014,"Farm","T","18","5","2",89,362,16.3,6.08,10.2,0.3,2.963,2.02,0.74
"松田　遼馬",2014,"Farm","T","12","0","2",11.7,52,19.2,7.69,11.5,0.77,3.47,9.26,0.676
"山本　翔也",2014,"Farm","T","34","0","0",27.7,115,16.5,4.35,12.2,0.98,3.728,1.95,0.747
"吉見　祐治",2014,"Farm","T","11","2","0",43.3,196,12.8,10.71,2,0.62,4.311,3.95,0.673
"渡辺　亮",2014,"Farm","T","30","2","0",26.7,112,21.4,10.71,10.7,0.34,3.079,1.35,0.733
"海田　智行",2015,"Top","Bs","48","2","2",41.3,180,15,8.33,6.7,0.65,3.539,2.61,0.737
"金子　千尋",2015,"Top","Bs","16","7","6",93,379,20.8,4.75,16.1,0.77,2.813,3.19,0.719
"岸田　護",2015,"Top","Bs","50","4","3",52.7,213,25.4,6.1,19.2,0.34,2.054,2.56,0.694
"小松　聖",2015,"Top","Bs","12","0","0",14.3,53,24.5,9.43,15.1,0.63,3.162,2.51,0.824
"近藤　一樹",2015,"Top","Bs","10","1","4",41.7,190,12.6,7.37,5.3,0.22,3.197,6.05,0.682
"榊原　諒",2015,"Top","Bs","7","0","1",5,23,21.7,13.04,8.7,0,2.613,9,0.667
"坂寄　晴一",2015,"Top","Bs","1","0","0",0.7,5,20,20,0,0,4.313,27,0.333
"佐藤　達也",2015,"Top","Bs","59","2","7",58.7,249,30.9,9.24,21.7,0.46,2.08,3.22,0.676
"白仁田　寛和",2015,"Top","Bs","43","2","2",52,221,12.2,10.41,1.8,0.17,3.294,3.29,0.698
"鈴木　優",2015,"Top","Bs","1","0","0",0.3,3,0,0,0,0,2.813,54,0.333
"高木　伴",2015,"Top","Bs","7","0","0",9.7,52,11.5,17.31,-5.8,0.93,5.399,7.45,0.514
"塚原　頌平",2015,"Top","Bs","41","0","4",43.7,192,13,12.5,0.5,1.03,5.218,3.3,0.775
"ディクソン",2015,"Top","Bs","20","9","9",130.7,538,16.4,8.18,8.2,0.21,2.775,2.48,0.711
"東明　大貴",2015,"Top","Bs","25","10","8",161.3,663,17.8,6.18,11.6,0.89,3.458,3.35,0.728
"中山　慎也",2015,"Top","Bs","8","0","0",14.7,70,14.3,5.71,8.6,1.84,5.336,6.75,0.66
"西　勇輝",2015,"Top","Bs","24","10","6",162.7,655,21.8,6.56,15.3,0.61,2.838,2.38,0.718
"バリントン",2015,"Top","Bs","14","5","3",73.7,305,15.1,7.87,7.2,0.37,3.397,3.3,0.754
"比嘉　幹貴",2015,"Top","Bs","8","0","0",5,34,14.7,5.88,8.8,1.8,4.613,16.2,0.4
"平野　佳寿",2015,"Top","Bs","33","0","3",31,136,28.7,10.29,18.4,1.16,3.426,4.06,0.684
"古川　秀一",2015,"Top","Bs","5","0","0",4.3,16,18.8,0,18.8,0,1.429,2.08,0.692
"マエストリ",2015,"Top","Bs","28","0","2",42.3,190,17.9,12.11,5.8,1.06,4.443,3.19,0.746
"前田　祐二",2015,"Top","Bs","15","1","1",17.7,88,14.8,13.64,1.1,1.02,4.851,5.09,0.633
"松葉　貴大",2015,"Top","Bs","18","3","6",80,360,11.7,13.06,-1.4,0.9,4.863,4.28,0.722
"馬原　孝浩",2015,"Top","Bs","9","1","1",8.3,43,4.7,9.3,-4.7,3.24,8.453,7.56,0.676
"森本　将太",2015,"Top","Bs","2","0","0",2,15,13.3,26.67,-13.3,9,21.313,18,0.714
"山崎　福也",2015,"Top","Bs","17","3","6",57.7,258,13.6,13.18,0.4,1.4,5.501,4.53,0.777
"山田　修義",2015,"Top","Bs","7","0","1",16.3,79,15.2,16.46,-1.3,0.55,4.711,5.51,0.698
"吉田　一将",2015,"Top","Bs","14","1","5",42.7,191,13.1,9.95,3.1,1.48,5.04,5.27,0.681
"飯田　哲矢",2015,"Top","C","16","0","0",17,72,15.3,13.89,1.4,0.53,4.049,2.65,0.78
"一岡　竜司",2015,"Top","C","38","2","4",37,176,19.9,11.93,8,1.22,4.462,4.14,0.678
"今井　啓介",2015,"Top","C","11","0","1",18,71,15.5,2.82,12.7,1,3.535,3,0.75
"今村　猛",2015,"Top","C","21","1","1",26,115,19.1,11.3,7.8,0.35,3.121,3.46,0.709
"江草　仁貴",2015,"Top","C","7","0","0",8,35,20,11.43,8.6,0,2.938,2.25,0.708
"大瀬良　大地",2015,"Top","C","51","3","8",109.3,475,20.4,6.53,13.9,0.41,2.511,3.13,0.69
"河内　貴哉",2015,"Top","C","1","0","0",0.3,3,0,0,0,0,2.813,27,0.333
"九里　亜蓮",2015,"Top","C","7","0","1",16,75,13.3,9.33,4,1.69,5.501,4.5,0.709
"黒田　博樹",2015,"Top","C","26","11","8",169.7,685,15.5,4.23,11.2,0.42,2.813,2.55,0.723
"ザガースキー",2015,"Top","C","19","0","0",15,66,24.2,10.61,13.6,0.6,2.947,2.4,0.714
"ジョンソン",2015,"Top","C","28","14","7",194.3,773,19.4,8.67,10.7,0.23,2.669,1.85,0.744
"武内　久士",2015,"Top","C","1","0","0",4,21,4.8,9.52,-4.8,0,3.813,9,0.611
"戸田　隆矢",2015,"Top","C","34","3","3",62,273,16.1,10.62,5.5,0.58,3.636,3.63,0.719
"永川　勝浩",2015,"Top","C","26","1","1",26.3,119,22.7,11.76,10.9,0.68,3.687,4.78,0.671
"中崎　翔太",2015,"Top","C","69","0","6",73,300,20.3,7.67,12.7,0.49,2.841,2.34,0.712
"中田　廉",2015,"Top","C","5","1","0",5,20,20,15,5,0,2.413,0,0.667
"中村　恭平",2015,"Top","C","1","0","1",3.3,18,16.7,5.56,11.1,2.7,5.813,10.8,0.538
"西原　圭大",2015,"Top","C","3","0","0",2.3,11,27.3,0,27.3,0,1.528,0,0.625
"野村　祐輔",2015,"Top","C","15","5","8",87.3,384,13.3,5.99,7.3,1.13,4.176,4.64,0.669
"ヒース",2015,"Top","C","43","3","6",49.7,205,28.8,9.27,19.5,0.54,2.31,2.36,0.675
"福井　優也",2015,"Top","C","21","9","6",131.3,541,18.3,9.8,8.5,0.69,3.62,3.56,0.747
"前田　健太",2015,"Top","C","29","15","8",206.3,821,21.3,4.99,16.3,0.22,2.101,2.09,0.728
"薮田　和樹",2015,"Top","C","6","1","2",25,120,15,16.67,-1.7,1.08,5.573,5.76,0.722
"浅尾　拓也",2015,"Top","D","36","1","1",31,142,23.9,11.97,12,0.87,3.426,3.19,0.674
"朝倉　健太",2015,"Top","D","4","0","0",4.3,23,4.3,8.7,-4.3,2.08,6.736,14.54,0.632
"伊藤　準規",2015,"Top","D","2","0","0",6.3,33,9.1,9.09,0,0,3.761,5.68,0.667
"岩田　慎司",2015,"Top","D","3","0","2",16,71,9.9,11.27,-1.4,0.56,4.251,4.5,0.704
"大野　雄大",2015,"Top","D","28","11","10",207.3,826,18.6,5.69,13,0.52,2.789,2.52,0.743
"岡田　俊哉",2015,"Top","D","50","0","1",57.3,225,24.4,6.67,17.8,0.16,2.011,1.57,0.76
"小川　龍也",2015,"Top","D","2","0","0",2,10,10,10,0,0,4.813,9,0.625
"小熊　凌祐",2015,"Top","D","13","1","1",42,183,13.1,9.29,3.8,1.29,4.885,4.07,0.757
"金子　丈",2015,"Top","D","10","0","0",13.7,58,20.7,1.72,19,0,1.496,3.95,0.622
"鈴木　翔太",2015,"Top","D","2","0","0",4,20,10,15,-5,0,4.063,6.75,0.6
"祖父江　大輔",2015,"Top","D","33","0","2",33.3,144,19.4,4.86,14.6,0.27,2.333,2.7,0.713
"高橋　聡文",2015,"Top","D","35","3","3",25.7,109,23.9,1.83,22,0.35,1.644,3.51,0.675
"田島　慎二",2015,"Top","D","64","4","6",75,316,19.6,7.91,11.7,0.48,3.013,2.28,0.713
"西川　健太郎",2015,"Top","D","6","1","0",7.3,33,18.2,18.18,0,0,3.631,3.68,0.667
"ネイラー",2015,"Top","D","10","4","3",52,220,18.6,8.64,10,0.87,3.813,3.81,0.723
"野村　亮介",2015,"Top","D","3","0","0",2.7,19,5.3,15.79,-10.5,0,5.438,10.13,0.467
"バルデス",2015,"Top","D","22","5","8",133,560,16.6,6.43,10.2,0.41,2.858,3.18,0.708
"濱田　達郎",2015,"Top","D","4","0","3",15.7,72,12.5,22.22,-9.7,1.72,7.218,7.47,0.841
"浜田　智博",2015,"Top","D","1","0","0",0.7,7,28.6,0,28.6,27,35.813,40.5,0
"福谷　浩司",2015,"Top","D","42","3","4",40,176,14.2,11.36,2.8,0.68,4.263,4.05,0.727
"又吉　克樹",2015,"Top","D","63","6","6",72.3,301,27.2,7.64,19.6,0.62,2.564,3.36,0.691
"武藤　祐太",2015,"Top","D","8","2","3",27.3,120,8.3,10,-1.7,0.66,4.35,3.95,0.698
"八木　智哉",2015,"Top","D","14","4","6",59.7,257,17.5,8.56,8.9,1.51,4.69,3.92,0.706
"山井　大介",2015,"Top","D","33","4","12",140,589,13.4,8.49,4.9,0.84,3.963,3.92,0.733
"山本昌",2015,"Top","D","2","0","0",1.3,7,28.6,28.57,0,0,4.313,6.75,0.667
"山本　雅士",2015,"Top","D","3","0","0",4.3,22,9.1,9.09,0,2.08,6.275,10.38,0.647
"雄太",2015,"Top","D","3","0","2",16.7,69,11.6,5.8,5.8,0.54,3.353,3.78,0.732
"吉見　一起",2015,"Top","D","8","3","0",48,186,21,6.45,14.5,0,2.001,0.94,0.748
"若松　駿太",2015,"Top","D","23","10","4",140,575,19.7,8.7,11,0.64,3.22,2.12,0.748
"安部　建輝",2015,"Top","DB","5","0","1",9.3,38,15.8,15.79,0,0.96,4.849,2.89,0.8
"石田　健大",2015,"Top","DB","12","2","6",71.7,300,19.3,8.67,10.7,0.75,3.413,2.89,0.71
"井納　翔一",2015,"Top","DB","21","5","8",134.7,598,15.4,6.69,8.7,0.87,3.66,3.27,0.667
"エレラ",2015,"Top","DB","52","5","4",51.7,211,25.1,7.11,18,0.35,2.136,2.96,0.698
"大原　慎司",2015,"Top","DB","21","0","1",15.7,65,20,3.08,16.9,1.72,4.218,4.02,0.723
"岡島　秀樹",2015,"Top","DB","10","0","2",7.3,35,20,22.86,-2.9,1.23,5.95,8.59,0.737
"長田　秀一郎",2015,"Top","DB","45","4","1",39.3,167,10.8,11.38,-0.6,0.23,3.525,2.06,0.724
"加賀　繁",2015,"Top","DB","9","0","0",8,37,16.2,8.11,8.1,2.25,5.688,7.88,0.654
"国吉　佑樹",2015,"Top","DB","28","3","2",33.3,138,20.3,11.59,8.7,0.27,3.233,2.43,0.774
"久保　康友",2015,"Top","DB","21","8","7",122.3,523,16.8,5.16,11.7,1.18,3.86,4.12,0.709
"小杉　陽太",2015,"Top","DB","27","3","3",35.3,164,16.5,12.2,4.3,0.76,4.172,4.33,0.702
"小林　寛",2015,"Top","DB","11","0","0",14.3,64,17.2,15.62,1.6,0,3.162,3.77,0.69
"須田　幸太",2015,"Top","DB","29","3","2",56,241,17.4,9.54,7.9,1.61,4.813,3.86,0.703
"砂田　毅樹",2015,"Top","DB","14","3","5",76,335,17,8.36,8.7,0.59,3.353,3.2,0.673
"高崎　健太郎",2015,"Top","DB","7","2","3",34.3,149,12.8,6.71,6,0.26,2.959,4.98,0.622
"高橋　尚成",2015,"Top","DB","6","0","1",8.3,45,8.9,8.89,0,3.24,7.973,8.64,0.676
"田中　健二朗",2015,"Top","DB","35","2","2",32.7,140,20.7,11.43,9.3,0.28,2.905,2.2,0.702
"東野　峻",2015,"Top","DB","3","0","0",4,20,0,20,-20,0,5.813,6.75,0.75
"林　昌範",2015,"Top","DB","24","1","1",18.7,89,11.2,6.74,4.5,0.48,3.242,7.23,0.648
"ビロウ",2015,"Top","DB","1","0","1",1.3,11,0,45.45,-45.5,0,14.063,33.75,0.667
"平田　真吾",2015,"Top","DB","28","0","2",32,140,19.3,10,9.3,0.56,3.345,3.38,0.722
"福地　元春",2015,"Top","DB","13","0","0",15.7,74,21.6,16.22,5.4,0,3.069,2.87,0.652
"萬谷　康平",2015,"Top","DB","4","1","0",6,26,15.4,7.69,7.7,0,2.48,1.5,0.7
"三浦　大輔",2015,"Top","DB","17","6","6",98,416,14.9,6.01,8.9,0.83,3.538,4.13,0.706
"三上　朋也",2015,"Top","DB","21","1","1",22.3,93,21.5,9.68,11.8,0,2.366,0.81,0.75
"三嶋　一輝",2015,"Top","DB","20","5","5",88,384,17.4,8.85,8.6,0.92,3.881,4.81,0.726
"モスコーソ",2015,"Top","DB","15","3","6",60.7,267,20.2,10.11,10.1,1.19,4.083,5.19,0.695
"山口　俊",2015,"Top","DB","20","3","6",114.3,508,23.4,8.27,15.2,1.02,3.391,4.49,0.659
"山崎　康晃",2015,"Top","DB","58","2","4",56.3,215,30.7,5.12,25.6,0.32,1.571,1.92,0.735
"相沢　晋",2015,"Top","E","5","0","1",7.3,41,2.4,17.07,-14.6,0,6.222,9.82,0.667
"相原　和友",2015,"Top","E","2","0","0",3,14,7.1,7.14,0,0,3.147,0,0.75
"青山　浩二",2015,"Top","E","61","4","5",57.7,223,26,8.07,17.9,0.47,2.414,2.81,0.762
"安樂　智大",2015,"Top","E","1","1","0",6,24,16.7,20.83,-4.2,0,3.98,0,0.867
"入野　貴大",2015,"Top","E","19","1","1",28,127,18.9,10.24,8.7,1.61,4.706,4.18,0.679
"梅津　智弘",2015,"Top","E","1","0","0",1,7,14.3,0,14.3,9,13.813,27,0.4
"大塚　尚仁",2015,"Top","E","5","0","0",4,21,9.5,9.52,0,2.25,6.563,13.5,0.625
"小野　郁",2015,"Top","E","4","0","0",5,27,0,14.81,-14.8,1.8,8.413,14.4,0.591
"加藤　正志",2015,"Top","E","9","0","0",13.3,55,5.5,3.64,1.8,1.35,4.763,4.73,0.688
"金刃　憲人",2015,"Top","E","19","2","2",10,51,9.8,17.65,-7.8,0,4.813,4.5,0.686
"釜田　佳直",2015,"Top","E","4","1","1",20,96,12.5,9.38,3.1,1.8,5.563,6.75,0.662
"辛島　航",2015,"Top","E","14","5","7",76.7,332,16.9,8.73,8.1,0.82,3.635,4.58,0.72
"川井　貴志",2015,"Top","E","5","0","2",18,81,13.6,3.7,9.9,2.5,5.702,6,0.694
"菊池　保則",2015,"Top","E","18","4","5",103,448,15.8,9.38,6.5,0.44,3.435,3.76,0.724
"クルーズ",2015,"Top","E","52","1","3",49,218,19.3,13.3,6,0.37,3.589,3.12,0.736
"小山　伸一郎",2015,"Top","E","1","0","0",0,1,0,0,0,NA,NA,0,0
"今野　龍太",2015,"Top","E","2","0","0",3.3,17,5.9,17.65,-11.8,2.7,9.713,10.8,0.75
"斎藤　隆",2015,"Top","E","3","0","0",2.3,12,8.3,8.33,0,3.86,8.813,7.71,0.556
"塩見　貴洋",2015,"Top","E","16","3","5",96,392,19.9,3.83,16.1,1.31,3.647,3.56,0.744
"戸村　健次",2015,"Top","E","37","7","11",131.3,572,13.6,6.99,6.6,0.48,3.323,3.84,0.676
"永井　怜",2015,"Top","E","1","0","0",0.3,1,100,0,100,0,-3.187,0,NA
"西宮　悠介",2015,"Top","E","13","1","1",11.7,62,12.9,16.13,-3.2,0.77,5.899,8.49,0.674
"則本　昂大",2015,"Top","E","28","10","11",194.7,797,27,6.02,21,0.65,2.341,2.91,0.688
"長谷部　康平",2015,"Top","E","3","0","1",4,24,12.5,25,-12.5,0,5.813,9,0.6
"濱矢　廣大",2015,"Top","E","8","0","0",10,57,24.6,15.79,8.8,1.8,5.313,7.2,0.469
"福山　博之",2015,"Top","E","65","2","3",58.7,248,11.7,8.47,3.2,0.31,3.291,2.76,0.691
"藤江　均",2015,"Top","E","2","0","0",5.3,25,8,12,-4,0,3.751,6.75,0.65
"松井　裕樹",2015,"Top","E","63","3","2",72.3,284,36.3,9.86,26.4,0.37,1.749,0.87,0.773
"美馬　学",2015,"Top","E","16","3","7",86.3,380,16.3,5.53,10.8,0.94,3.462,3.44,0.676
"武藤　好貴",2015,"Top","E","60","4","4",69.7,316,12,9.18,2.8,0.65,4.119,4.39,0.68
"森　雄大",2015,"Top","E","3","0","2",17,75,22.7,12,10.7,0.53,3.343,5.29,0.688
"横山　貴明",2015,"Top","E","7","0","2",15.7,81,7.4,11.11,-3.7,1.72,6.26,9.77,0.613
"レイ",2015,"Top","E","22","5","7",107,461,16.5,6.72,9.8,1.18,4.159,3.79,0.726
"新垣　勇人",2015,"Top","F","3","1","2",11,46,17.4,2.17,15.2,4.09,7.541,6.55,0.719
"有原　航平",2015,"Top","F","18","8","6",103.3,453,17.9,7.06,10.8,1.13,3.897,4.79,0.694
"石井　裕也",2015,"Top","F","51","0","1",35,151,17.2,9.27,7.9,0,2.613,2.06,0.721
"乾　真大",2015,"Top","F","6","0","0",8.3,39,25.6,15.38,10.3,1.08,4.133,3.24,0.773
"浦野　博司",2015,"Top","F","12","3","3",43,195,16.9,9.74,7.2,1.05,4.116,4.81,0.667
"上沢　直之",2015,"Top","F","13","5","6",75.3,335,12.8,8.96,3.9,0.72,4.101,4.18,0.73
"大谷　翔平",2015,"Top","F","22","15","5",160.7,621,31.6,7.41,24.2,0.39,1.855,2.24,0.75
"大塚　豊",2015,"Top","F","2","0","0",3,13,7.7,23.08,-15.4,0,5.147,3,0.889
"ガラテ",2015,"Top","F","13","3","1",26.3,116,16.4,14.66,1.7,0,3.649,1.71,0.747
"鍵谷　陽平",2015,"Top","F","40","5","3",34.7,159,20.1,7.55,12.6,0.78,3.217,4.67,0.625
"金平　将至",2015,"Top","F","4","0","0",3.3,12,8.3,8.33,0,0,3.113,0,0.8
"木佐貫　洋",2015,"Top","F","1","0","0",1,3,66.7,0,66.7,0,-1.187,0,1
"クロッタ",2015,"Top","F","30","2","2",28.7,145,12.4,13.1,-0.7,0.63,4.871,6.59,0.676
"斎藤　佑樹",2015,"Top","F","12","1","3",42.3,190,12.6,7.37,5.3,1.06,4.278,5.74,0.68
"須永　英輝",2015,"Top","F","5","0","0",5.3,24,8.3,4.17,4.2,3.38,7.501,5.06,0.737
"瀬川　隼郎",2015,"Top","F","9","0","0",10.7,47,19.1,10.64,8.5,0,2.532,3.38,0.667
"高梨　裕稔",2015,"Top","F","2","0","1",7.3,31,22.6,9.68,12.9,1.23,4.313,3.68,0.8
"武田　勝",2015,"Top","F","9","3","2",37,168,8.9,2.98,6,1.46,4.84,5.84,0.683
"谷元　圭介",2015,"Top","F","61","4","2",56.7,241,19.5,6.22,13.3,0,2.002,3.18,0.697
"中村　勝",2015,"Top","F","10","2","4",49.7,218,11.9,15.14,-3.2,0.91,5.25,4.17,0.766
"白村　明弘",2015,"Top","F","50","1","1",57.7,233,28.3,8.15,20.2,0.94,3.021,2.03,0.746
"藤岡　好明",2015,"Top","F","6","0","0",7.7,35,5.7,5.71,0,1.17,4.77,4.7,0.667
"増井　浩俊",2015,"Top","F","56","0","1",60,238,29.8,7.98,21.8,0.15,1.613,1.5,0.707
"宮西　尚生",2015,"Top","F","50","3","3",40,163,18.4,6.75,11.7,0.9,3.438,2.7,0.786
"メンドーサ",2015,"Top","F","26","10","8",148.7,626,13.6,9.9,3.7,0.48,3.762,3.51,0.73
"森内　壽春",2015,"Top","F","2","0","0",2,8,25,0,25,0,0.813,0,0.667
"屋宜　照悟",2015,"Top","F","18","2","0",25,104,10.6,5.77,4.8,1.08,4.333,3.96,0.75
"矢貫　俊之",2015,"Top","F","9","0","0",15,60,18.3,6.67,11.7,0.6,3.013,3.6,0.653
"吉川　光夫",2015,"Top","F","26","11","8",159.3,684,13.6,8.33,5.3,0.9,4.232,3.84,0.739
"ライブリー",2015,"Top","F","16","0","0",18.7,89,24.7,16.85,7.9,0,3.028,5.3,0.635
"内海　哲也",2015,"Top","G","5","2","1",23.3,104,9.6,5.77,3.8,1.54,4.956,5.01,0.69
"大竹　寛",2015,"Top","G","11","3","4",56,227,15.4,4.85,10.6,0.8,3.313,3.21,0.71
"笠原　将生",2015,"Top","G","20","0","0",19,90,20,12.22,7.8,1.89,5.392,6.16,0.632
"香月　良太",2015,"Top","G","14","0","0",14.3,58,8.6,3.45,5.2,1.26,4.348,3.77,0.755
"小山　雄輝",2015,"Top","G","7","0","1",15.7,68,14.7,10.29,4.4,1.15,4.537,4.02,0.673
"澤村　拓一",2015,"Top","G","60","7","3",68.3,282,21.3,7.45,13.8,0.53,2.872,1.32,0.726
"菅野　智之",2015,"Top","G","25","10","11",179,710,17.7,5.77,12,0.5,2.869,1.91,0.739
"杉内　俊哉",2015,"Top","G","17","6","6",95.7,401,23.2,8.73,14.5,0.85,3.284,3.95,0.701
"高木　京介",2015,"Top","G","33","1","0",41,167,25.7,7.78,18,0.88,2.935,2.2,0.748
"高木　勇人",2015,"Top","G","26","9","10",163.7,678,19.3,6.93,12.4,0.88,3.473,3.19,0.737
"田口　麗斗",2015,"Top","G","13","3","5",66.3,274,23.4,9.49,13.9,0.68,3.13,2.71,0.725
"田原　誠次",2015,"Top","G","18","1","0",18,75,24,12,12,0.5,3.369,1,0.787
"土田　瑞起",2015,"Top","G","11","1","0",12.7,57,22.8,10.53,12.3,0.71,3.208,6.39,0.649
"戸根　千明",2015,"Top","G","46","1","1",40.7,168,23.2,10.71,12.5,0.66,3.182,2.88,0.787
"西村　健太朗",2015,"Top","G","1","0","0",1,4,0,0,0,9,15.813,9,1
"ポレダ",2015,"Top","G","24","8","8",147,619,16.3,7.43,8.9,0.37,3.031,2.94,0.726
"マイコラス",2015,"Top","G","21","13","3",145,557,19.2,4.13,15.1,0.5,2.551,1.92,0.764
"マシソン",2015,"Top","G","63","3","8",58.3,244,22.5,8.61,13.9,0.77,3.225,2.62,0.742
"宮國　椋丞",2015,"Top","G","39","3","1",49,194,14.4,7.73,6.7,0.73,3.589,2.94,0.767
"メンドーサ",2015,"Top","G","2","0","0",3,13,23.1,7.69,15.4,0,0.813,3,0.73
"矢貫　俊之",2015,"Top","G","3","0","0",1.3,8,25,12.5,12.5,0,2.063,13.5,0.653
"山口　鉄也",2015,"Top","G","60","4","5",52.7,216,14.4,6.94,7.4,0.85,3.839,2.73,0.739
"飯田　優也",2015,"Top","H","35","0","1",41.3,176,25,12.5,12.5,0.65,3.152,3.48,0.743
"五十嵐　亮太",2015,"Top","H","54","3","1",52,203,29.1,7.39,21.7,0.17,1.833,1.38,0.764
"岩嵜　翔",2015,"Top","H","8","1","0",10.7,46,10.9,8.7,2.2,2.53,6.657,6.75,0.765
"ウルフ",2015,"Top","H","2","0","1",9,47,6.4,8.51,-2.1,1,4.924,11,0.564
"大隣　憲司",2015,"Top","H","11","5","4",74.3,300,11.7,5,6.7,1.09,4.293,2.54,0.78
"嘉弥真　新也",2015,"Top","H","16","0","0",15,63,22.2,7.94,14.3,1.2,3.88,4.2,0.714
"サファテ",2015,"Top","H","65","5","1",64.7,235,43.4,5.96,37.4,0.56,1.159,1.11,0.8
"島袋　洋奨",2015,"Top","H","2","0","0",2,9,22.2,22.22,0,0,3.813,0,0.8
"スタンリッジ",2015,"Top","H","23","10","7",144.3,617,13.1,7.13,6,0.75,3.853,3.74,0.712
"攝津　正",2015,"Top","H","20","10","7",134,566,16.3,7.95,8.3,0.94,3.895,3.22,0.72
"千賀　滉大",2015,"Top","H","4","2","1",22.3,85,24.7,11.76,12.9,0,2.276,0.4,0.833
"武田　翔太",2015,"Top","H","25","13","6",164.7,684,23.8,8.63,15.2,0.77,3.05,3.17,0.714
"巽　真悟",2015,"Top","H","7","1","0",13,61,13.1,13.11,0,2.08,6.429,8.31,0.714
"寺原　隼人",2015,"Top","H","21","8","3",83.7,332,17.5,5.72,11.7,1.18,3.925,3.44,0.754
"中田　賢一",2015,"Top","H","24","9","7",155.3,657,19.8,9.28,10.5,0.98,3.914,3.24,0.739
"二保　旭",2015,"Top","H","44","6","1",52.7,229,12.2,10.04,2.2,0.51,3.971,3.25,0.726
"バリオス",2015,"Top","H","30","0","2",34,152,22.4,10.53,11.8,0.26,2.696,3.18,0.636
"バンデンハーク",2015,"Top","H","15","9","0",93,369,32.5,5.96,26.6,0.58,1.91,2.52,0.715
"東浜　巨",2015,"Top","H","6","1","2",28,135,17,12.59,4.4,0.64,4.028,4.82,0.656
"帆足　和幸",2015,"Top","H","3","1","0",18.3,75,16,4,12,0.98,3.413,3.44,0.672
"森　唯斗",2015,"Top","H","55","5","2",60.3,234,28.2,4.27,23.9,0.45,1.819,2.69,0.723
"森福　允彦",2015,"Top","H","32","0","2",17,79,20.3,3.8,16.5,1.06,2.99,5.82,0.603
"柳瀬　明宏",2015,"Top","H","8","1","1",9.7,44,29.5,13.64,15.9,0,1.986,2.79,0.64
"岩尾　利弘",2015,"Top","L","21","1","0",29,140,20.7,12.86,7.9,0,2.986,6.52,0.634
"大石　達也",2015,"Top","L","3","0","0",3.3,13,23.1,7.69,15.4,0,1.913,0,0.667
"岡本　篤志",2015,"Top","L","23","1","0",20.7,89,9,2.25,6.7,0.87,3.878,3.05,0.701
"岡本　洋介",2015,"Top","L","42","1","2",68.3,284,15.1,7.04,8.1,1.58,4.935,4.35,0.76
"郭　俊麟",2015,"Top","L","21","3","7",79.7,377,13,9.81,3.2,1.13,4.834,5.31,0.689
"菊池　雄星",2015,"Top","L","23","9","10",133,542,22.5,10.15,12.4,0.61,3.122,2.84,0.752
"岸　孝之",2015,"Top","L","16","5","6",110.3,434,21,5.76,15.2,0.49,2.686,3.02,0.779
"小石　博孝",2015,"Top","L","3","0","0",5,23,21.7,0,21.7,3.6,7.213,7.2,0.812
"佐野　泰雄",2015,"Top","L","2","0","0",5,26,15.4,19.23,-3.8,1.8,6.813,5.4,0.688
"高橋　光成",2015,"Top","L","8","5","2",44,185,11.9,12.43,-0.5,0.61,4.541,3.07,0.788
"高橋　朋己",2015,"Top","L","62","2","3",61.7,264,20.8,9.85,11,0.44,3.121,2.92,0.743
"武隈　祥太",2015,"Top","L","67","6","1",57.3,255,14.1,14.12,0,0.16,3.616,2.83,0.7
"田中　靖洋",2015,"Top","L","18","1","1",26.7,105,12.4,6.67,5.7,0.34,3.113,1.35,0.738
"十亀　剣",2015,"Top","L","26","11","7",152,644,16.6,8.23,8.4,1.12,4.234,3.55,0.729
"豊田　拓矢",2015,"Top","L","3","0","0",3.7,15,13.3,26.67,-13.3,0,4.177,0,0.875
"西口　文也",2015,"Top","L","2","0","1",4,19,21.1,5.26,15.8,2.25,4.813,9,0.615
"野上　亮磨",2015,"Top","L","27","7","7",134.3,565,13.6,8.14,5.5,1,4.235,4.22,0.738
"バスケス",2015,"Top","L","34","3","1",34.7,161,13,13.04,0,0,3.419,3.63,0.655
"福倉　健太郎",2015,"Top","L","1","0","0",2,10,20,40,-20,0,6.813,4.5,0.75
"藤原　良平",2015,"Top","L","7","0","1",11.3,52,13.5,15.38,-1.9,0.79,5.107,7.15,0.75
"牧田　和久",2015,"Top","L","34","9","11",137.7,596,11.1,7.38,3.7,0.46,3.67,3.66,0.715
"増田　達至",2015,"Top","L","72","2","4",74,302,20.5,4.97,15.6,0.12,2.002,3.04,0.716
"ミゲル・メヒア",2015,"Top","L","4","0","0",3.7,23,17.4,13.04,4.3,2.45,6.631,14.73,0.4
"宮田　和希",2015,"Top","L","18","1","0",19,91,16.5,16.48,0,1.42,5.655,5.21,0.724
"ルブラン",2015,"Top","L","8","2","5",44.7,196,13.3,9.18,4.1,1.21,4.671,4.23,0.745
"阿部　和成",2015,"Top","M","14","1","1",20,89,12.4,8.99,3.4,1.35,4.863,4.5,0.657
