"Player_name","Year","Level","T","PA","AB","AVG","HR","SLG","OBP","Kpct","BBpct","HRpct","BABIP","wOBA","BABIP_denom","wOBA_denom"
"キャンデラリオ",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"菊池　雄星",2017,"Top","L",5,5,0.2,0,0.2,0.2,40,0,0,0.333,0.173,3,5
"木村　昇吾",2017,"Top","L",7,6,0.167,0,0.167,0.286,14.3,14.29,0,0.2,0.222,5,7
"木村　文紀",2017,"Top","L",203,184,0.201,2,0.272,0.256,26.1,6.4,0.99,0.269,0.238,130,199
"栗山　巧",2017,"Top","L",374,333,0.252,9,0.372,0.308,17.1,7.22,2.41,0.281,0.298,267,370
"源田　壮亮",2017,"Top","L",647,575,0.27,3,0.351,0.317,15.5,5.56,0.46,0.319,0.296,476,621
"小石　博孝",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"斉藤　彰吾",2017,"Top","L",8,8,0.125,0,0.125,0.125,50,0,0,0.25,0.108,4,8
"坂田　遼",2017,"Top","L",19,16,0.438,2,0.813,0.526,42.1,15.79,10.53,0.833,0.554,6,19
"佐野　泰雄",2017,"Top","L",3,2,0.5,0,0.5,0.5,0,0,0,0.5,0.432,2,2
"シュリッター",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"炭谷　銀仁朗",2017,"Top","L",310,267,0.251,5,0.348,0.289,14.5,2.58,1.61,0.281,0.28,221,287
"髙橋　光成",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"髙橋　朋己",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"武隈　祥太",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"田代　将太郎",2017,"Top","L",62,56,0.071,1,0.161,0.161,25.8,8.06,1.61,0.077,0.157,39,62
"田村　伊知郎",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"多和田　真三郎",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"十亀　剣",2017,"Top","L",2,2,0,0,0,0,50,0,0,0,0,1,2
"外崎　修汰",2017,"Top","L",489,438,0.258,10,0.39,0.315,22.3,6.75,2.04,0.32,0.311,322,479
"永江　恭平",2017,"Top","L",19,17,0.235,1,0.471,0.235,26.3,0,5.26,0.273,0.302,11,17
"中塚　駿太",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"中村　剛也",2017,"Top","L",486,415,0.217,27,0.446,0.319,24.3,12.55,5.56,0.228,0.332,276,485
"野上　亮磨",2017,"Top","L",2,2,0,0,0,0,50,0,0,0,0,1,2
"野田　昇吾",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"平井　克典",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"ファイフ",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"福倉　健太郎",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"藤原　良平",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"本田　圭佑",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"牧田　和久",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"誠",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"増田　達至",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"水口　大地",2017,"Top","L",51,50,0.28,0,0.34,0.294,11.8,1.96,0,0.318,0.279,44,51
"南川　忠亮",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0,0
"メヒア",2017,"Top","L",388,345,0.241,19,0.458,0.32,25.8,9.54,4.9,0.281,0.339,228,388
"森　友哉",2017,"Top","L",145,124,0.339,2,0.5,0.434,16.6,14.48,1.38,0.408,0.411,98,145
"山川　穂高",2017,"Top","L",293,242,0.298,23,0.661,0.42,24.6,15.7,7.85,0.333,0.457,147,292
"渡辺　直人",2017,"Top","L",79,68,0.235,0,0.338,0.307,17.7,8.86,0,0.296,0.293,54,75
"阿部　和成",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"有吉　優樹",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"井口　資仁",2017,"Top","M",144,123,0.244,2,0.35,0.34,18.8,13.19,1.39,0.292,0.308,96,143
"石川　歩",2017,"Top","M",3,1,0,0,0,0.5,33.3,33.33,0,0,0.346,0,2
"伊志嶺　翔大",2017,"Top","M",117,104,0.173,0,0.202,0.239,18.8,7.69,0,0.22,0.205,82,113
"井上　晴哉",2017,"Top","M",119,113,0.23,0,0.292,0.269,21.8,4.2,0,0.299,0.252,87,119
"猪本　健太郎",2017,"Top","M",14,14,0.143,0,0.214,0.143,42.9,0,0,0.25,0.157,8,14
"内　竜也",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"江村　直也",2017,"Top","M",6,6,0.167,0,0.167,0.167,16.7,0,0,0.2,0.144,5,6
"大木　貴将",2017,"Top","M",13,13,0.154,0,0.154,0.154,15.4,0,0,0.182,0.133,11,13
"大谷　智久",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"大嶺　翔太",2017,"Top","M",240,214,0.206,5,0.336,0.255,23.3,5.83,2.08,0.252,0.262,155,231
"大嶺　祐太",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"岡田　幸文",2017,"Top","M",40,33,0,0,0,0.132,5,12.5,0,0,0.075,31,37
"荻野　貴司",2017,"Top","M",394,356,0.264,5,0.374,0.315,11.2,6.35,1.27,0.289,0.305,308,384
"柿沼　友哉",2017,"Top","M",9,8,0,0,0,0,22.2,0,0,0,0,6,8
"角中　勝也",2017,"Top","M",452,383,0.269,8,0.397,0.375,9.7,13.72,1.77,0.285,0.343,333,447
"香月　一也",2017,"Top","M",42,41,0.195,0,0.195,0.195,14.3,0,0,0.229,0.169,35,41
"加藤　翔平",2017,"Top","M",292,271,0.266,5,0.402,0.282,15.1,2.05,1.71,0.299,0.297,224,280
"金澤　岳",2017,"Top","M",7,7,0,0,0,0,14.3,0,0,0,0,6,7
"唐川　侑己",2017,"Top","M",2,2,0,0,0,0,100,0,0,0,0,0,2
"清田　育宏",2017,"Top","M",263,231,0.203,3,0.286,0.287,23.2,9.13,1.14,0.263,0.262,167,258
"黒沢　翔太",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"サントス",2017,"Top","M",193,180,0.25,3,0.356,0.282,23.8,3.63,1.55,0.321,0.281,131,188
"酒居　知史",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"佐々木　千隼",2017,"Top","M",3,3,0,0,0,0,100,0,0,0,0,0,3
"柴田　講平",2017,"Top","M",34,33,0.121,1,0.212,0.147,26.5,0,2.94,0.13,0.159,23,34
"スタンリッジ",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"鈴木　大地",2017,"Top","M",588,508,0.26,11,0.398,0.35,14.5,9.35,1.87,0.291,0.334,416,584
"関谷　亮太",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"ダフィー",2017,"Top","M",183,164,0.201,6,0.372,0.279,33.3,7.65,3.28,0.276,0.289,98,183
"高野　圭佑",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"髙濱　卓也",2017,"Top","M",38,35,0.171,0,0.229,0.237,15.8,7.89,0,0.207,0.216,29,38
"田中　靖洋",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"田村　龍弘",2017,"Top","M",359,311,0.248,3,0.334,0.304,18.9,7.24,0.84,0.303,0.284,244,342
"チェン・グァンユウ",2017,"Top","M",1,1,0,0,0,0,100,0,0,0,0,0,1
"東條　大樹",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"土肥　星也",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"中村　奨吾",2017,"Top","M",312,280,0.275,9,0.432,0.336,20.2,6.41,2.88,0.325,0.336,209,306
"成田　翔",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"西野　勇士",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"根元　俊一",2017,"Top","M",118,109,0.22,1,0.33,0.267,28.8,5.08,0.85,0.311,0.267,74,116
"パラデス",2017,"Top","M",289,269,0.219,10,0.364,0.27,33.6,5.54,3.46,0.301,0.279,163,289
"肘井　竜蔵",2017,"Top","M",21,21,0.238,0,0.286,0.238,57.1,0,0,0.556,0.228,9,21
"平沢　大河",2017,"Top","M",129,119,0.176,1,0.235,0.222,31,4.65,0.78,0.256,0.207,78,126
"福浦　和也",2017,"Top","M",155,134,0.224,0,0.276,0.316,16.1,11.61,0,0.27,0.274,111,155
"藤岡　貴裕",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"二木　康太",2017,"Top","M",3,2,0,0,0,0,66.7,0,0,0,0,0,2
"ペーニャ",2017,"Top","M",252,219,0.242,15,0.511,0.333,28.6,10.32,5.95,0.284,0.365,134,252
"細谷　圭",2017,"Top","M",106,100,0.19,2,0.32,0.229,35.8,4.72,1.89,0.283,0.242,60,105
"益田　直也",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"松永　昂大",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"三木　亮",2017,"Top","M",229,207,0.242,2,0.314,0.277,24,3.49,0.87,0.316,0.262,152,220
"三家　和真",2017,"Top","M",5,5,0,0,0,0,20,0,0,0,0,4,5
"南　昌輝",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"宮﨑　敦次",2017,"Top","M",0,0,0,0,0,0,0,0,0,0,0,0,0
"吉田　裕太",2017,"Top","M",107,94,0.17,3,0.34,0.228,28,6.54,2.8,0.213,0.253,61,101
"涌井　秀章",2017,"Top","M",4,4,0,0,0,0,100,0,0,0,0,0,4
"秋吉　亮",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"荒木　貴裕",2017,"Top","S",212,188,0.207,6,0.367,0.273,14.2,6.6,2.83,0.217,0.284,152,205
"飯原　誉士",2017,"Top","S",18,16,0.188,0,0.188,0.278,11.1,11.11,0,0.214,0.221,14,18
"石川　雅規",2017,"Top","S",36,29,0.034,0,0.034,0.034,30.6,0,0,0.056,0.03,18,29
"石山　泰稚",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"井野　卓",2017,"Top","S",13,12,0.167,0,0.167,0.167,15.4,0,0,0.2,0.144,10,12
"今浪　隆博",2017,"Top","S",17,15,0.267,0,0.467,0.313,0,5.88,0,0.267,0.343,15,16
"岩橋　慶侍",2017,"Top","S",3,3,0.333,0,0.333,0.333,66.7,0,0,1,0.288,1,3
"上田　剛史",2017,"Top","S",188,167,0.234,0,0.299,0.272,13.8,4.26,0,0.271,0.253,144,180
"鵜久森　淳志",2017,"Top","S",91,86,0.209,1,0.326,0.253,16.5,5.49,1.1,0.243,0.258,70,91
"梅野　雄吾",2017,"Top","S",2,2,0,0,0,0,50,0,0,0,0,1,2
"榎本　葵",2017,"Top","S",8,7,0.143,0,0.143,0.25,50,12.5,0,0.333,0.195,3,8
"オーレンドルフ",2017,"Top","S",6,6,0,0,0,0,83.3,0,0,0,0,1,6
"大引　啓次",2017,"Top","S",311,273,0.227,5,0.322,0.299,13.8,8.68,1.61,0.253,0.28,225,301
"大松　尚逸",2017,"Top","S",143,130,0.162,3,0.254,0.238,18.9,9.09,2.1,0.18,0.225,100,143
"小川　泰弘",2017,"Top","S",46,38,0.105,0,0.105,0.15,43.5,4.35,0,0.222,0.121,18,40
"奥村　展征",2017,"Top","S",125,113,0.239,0,0.274,0.298,26.4,7.2,0,0.333,0.26,81,124
"風張　蓮",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"ギルメット",2017,"Top","S",10,7,0.143,0,0.143,0.143,50,0,0,0.5,0.124,2,7
"菊沢　竜佑",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"久古　健太郎",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"グリーン",2017,"Top","S",81,72,0.194,2,0.306,0.284,21,8.64,2.47,0.226,0.269,53,81
"近藤　一樹",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"坂口　智隆",2017,"Top","S",607,535,0.29,4,0.35,0.364,12.5,9.72,0.66,0.33,0.319,458,600
"杉浦　稔大",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"武内　晋一",2017,"Top","S",104,93,0.204,0,0.204,0.267,14.4,7.69,0,0.244,0.213,78,100
"館山　昌平",2017,"Top","S",1,1,0,0,0,0,0,0,0,0,0,1,1
"寺島　成輝",2017,"Top","S",1,1,0,0,0,0,100,0,0,0,0,0,1
"土肥　寛昌",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"中尾　輝",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"中澤　雅人",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"中島　彰吾",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"中村　悠平",2017,"Top","S",486,419,0.243,4,0.325,0.324,13.4,8.64,0.82,0.277,0.293,354,475
"成瀬　善久",2017,"Top","S",1,0,0,0,0,0,0,0,0,0,0,0,0
"西浦　直亨",2017,"Top","S",171,144,0.208,0,0.25,0.288,18.1,9.36,0,0.261,0.246,115,162
"西田　明央",2017,"Top","S",86,73,0.137,1,0.219,0.256,23.3,12.79,1.16,0.17,0.228,53,86
"バレンティン",2017,"Top","S",519,445,0.254,32,0.506,0.358,21.6,13.49,6.17,0.268,0.374,302,519
"畠山　和洋",2017,"Top","S",62,52,0.212,2,0.385,0.339,21,12.9,3.23,0.243,0.328,37,62
"原　樹理",2017,"Top","S",36,33,0.212,0,0.242,0.212,33.3,0,0,0.333,0.198,21,33
"比屋根　渉",2017,"Top","S",24,23,0.217,0,0.261,0.25,33.3,4.17,0,0.333,0.229,15,24
"平井　諒",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"廣岡　大志",2017,"Top","S",31,28,0.25,0,0.286,0.323,35.5,6.45,0,0.412,0.279,17,31
"ブキャナン",2017,"Top","S",47,41,0.098,0,0.122,0.14,51.1,4.26,0,0.235,0.124,17,43
"藤井　亮太",2017,"Top","S",309,292,0.257,2,0.288,0.281,18.1,2.91,0.65,0.311,0.25,235,303
"星　知弥",2017,"Top","S",32,27,0.074,0,0.074,0.074,68.8,0,0,0.4,0.064,5,27
"星野　雄大",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"松岡　健一",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"三輪　正義",2017,"Top","S",6,4,0,0,0,0,0,0,0,0,0,4,4
"村中　恭兵",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"屋宜　照悟",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"谷内　亮太",2017,"Top","S",104,91,0.198,0,0.22,0.27,18.3,8.65,0,0.25,0.227,72,100
"山崎　晃大朗",2017,"Top","S",246,219,0.242,1,0.32,0.3,17.9,7.32,0.41,0.299,0.278,174,237
"山田　哲人",2017,"Top","S",624,526,0.247,24,0.435,0.364,21.2,14.58,3.85,0.286,0.354,371,623
"山中　浩史",2017,"Top","S",24,18,0,0,0,0,20.8,0,0,0,0,13,18
"山本　哲哉",2017,"Top","S",1,1,0,0,0,0,100,0,0,0,0,0,1
"雄平",2017,"Top","S",300,281,0.306,2,0.402,0.343,14,4,0.67,0.351,0.329,239,300
"由規",2017,"Top","S",16,15,0.067,0,0.067,0.067,50,0,0,0.143,0.058,7,15
"リベロ",2017,"Top","S",208,200,0.215,6,0.355,0.24,25,3.37,2.88,0.259,0.259,143,208
"ルーキ",2017,"Top","S",0,0,0,0,0,0,0,0,0,0,0,0,0
"渡邉　大樹",2017,"Top","S",2,2,0,0,0,0,50,0,0,0,0,1,2
"青柳　晃洋",2017,"Top","T",22,21,0.095,0,0.143,0.095,31.8,0,0,0.143,0.105,14,21
"秋山　拓巳",2017,"Top","T",56,48,0.167,1,0.25,0.2,35.7,3.57,1.79,0.259,0.199,27,50
"新井　良太",2017,"Top","T",17,16,0.063,0,0.063,0.118,17.6,5.88,0,0.077,0.092,13,17
"荒木　郁也",2017,"Top","T",22,17,0.118,0,0.118,0.211,31.8,9.09,0,0.2,0.164,10,19
"安藤　優也",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"石崎　剛",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"板山　祐太郎",2017,"Top","T",3,3,0,0,0,0,100,0,0,0,0,0,3
"糸井　嘉男",2017,"Top","T",493,427,0.29,17,0.447,0.381,12.6,11.97,3.45,0.306,0.364,350,493
"伊藤　和雄",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"伊藤　隼太",2017,"Top","T",73,69,0.261,2,0.377,0.301,21.9,5.48,2.74,0.314,0.297,51,73
"糸原　健斗",2017,"Top","T",193,162,0.259,1,0.358,0.362,13.5,11.92,0.52,0.304,0.328,135,188
"岩崎　優",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"岩貞　祐太",2017,"Top","T",27,22,0.091,0,0.091,0.091,40.7,0,0,0.182,0.079,11,22
"岩田　稔",2017,"Top","T",21,19,0.053,0,0.053,0.143,42.9,9.52,0,0.1,0.107,10,21
"植田　海",2017,"Top","T",22,18,0.278,0,0.278,0.316,27.3,4.55,0,0.417,0.264,12,19
"上本　博紀",2017,"Top","T",488,409,0.284,9,0.403,0.366,14.5,10.25,1.84,0.323,0.342,331,465
"梅野　隆太郎",2017,"Top","T",340,282,0.206,2,0.273,0.275,18.5,7.06,0.59,0.255,0.246,220,311
"江越　大賀",2017,"Top","T",18,13,0.077,0,0.077,0.333,27.8,16.67,0,0.125,0.244,8,18
"榎田　大樹",2017,"Top","T",1,1,1,0,1,1,0,0,0,1,0.865,1,1
"大山　悠輔",2017,"Top","T",221,198,0.237,7,0.414,0.309,18.6,8.14,3.17,0.265,0.319,151,220
"岡﨑　太一",2017,"Top","T",54,41,0.195,2,0.341,0.298,22.2,9.26,3.7,0.222,0.279,27,46
"小野　泰己",2017,"Top","T",24,19,0.053,0,0.053,0.1,29.2,4.17,0,0.083,0.078,12,20
"狩野　恵輔",2017,"Top","T",5,5,0,0,0,0,40,0,0,0,0,3,5
"キャンベル",2017,"Top","T",54,47,0.191,1,0.298,0.296,31.5,12.96,1.85,0.276,0.273,29,54
"桑原　謙太朗",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"才木　浩人",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"坂本　誠志郎",2017,"Top","T",132,113,0.248,2,0.345,0.341,24.2,11.36,1.52,0.329,0.308,79,128
"俊介",2017,"Top","T",202,191,0.309,4,0.461,0.34,16.3,4.46,1.98,0.357,0.35,154,200
"髙橋　聡文",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"髙山　俊",2017,"Top","T",353,328,0.25,6,0.369,0.3,21.8,5.95,1.7,0.309,0.296,246,353
"竹安　大知",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"ドリス",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"鳥谷　敬",2017,"Top","T",570,488,0.293,4,0.377,0.39,10.9,13.51,0.7,0.328,0.344,424,566
"長坂　拳弥",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"中谷　将大",2017,"Top","T",455,411,0.241,20,0.443,0.308,21.1,7.91,4.4,0.265,0.326,298,453
"西岡　剛",2017,"Top","T",100,92,0.228,0,0.272,0.29,17,7,0,0.28,0.256,75,100
"能見　篤史",2017,"Top","T",39,33,0.121,0,0.152,0.216,38.5,10.26,0,0.222,0.181,18,37
"原口　文仁",2017,"Top","T",216,186,0.226,6,0.387,0.321,16.7,10.19,2.78,0.247,0.316,146,215
"福留　孝介",2017,"Top","T",526,441,0.263,18,0.444,0.373,17.5,14.64,3.42,0.293,0.36,335,524
"福永　春吾",2017,"Top","T",1,1,0,0,0,0,100,0,0,0,0,0,1
"藤川　球児",2017,"Top","T",1,1,0,0,0,0,100,0,0,0,0,0,1
"藤浪　晋太郎",2017,"Top","T",21,17,0.059,0,0.059,0.158,61.9,9.52,0,0.25,0.118,4,19
"北條　史也",2017,"Top","T",252,219,0.21,3,0.301,0.286,16.7,9.13,1.19,0.244,0.265,176,245
"マテオ",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"松田　遼馬",2017,"Top","T",2,2,0,0,0,0,100,0,0,0,0,0,2
"メッセンジャー",2017,"Top","T",50,44,0.136,1,0.227,0.136,34,0,2,0.192,0.156,26,44
"メンデス",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"メンドーサ",2017,"Top","T",6,5,0,0,0,0,33.3,0,0,0,0,4,6
"森越　祐人",2017,"Top","T",27,23,0.13,0,0.217,0.2,37,7.41,0,0.231,0.197,13,25
"守屋　功輝",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"柳瀬　明宏",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"大和",2017,"Top","T",252,232,0.28,1,0.319,0.331,14.7,7.14,0.4,0.328,0.29,195,251
"山本　翔也",2017,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"陽川　尚将",2017,"Top","T",19,18,0.167,1,0.333,0.211,42.1,5.26,5.26,0.222,0.236,9,19
"横山　雄哉",2017,"Top","T",2,2,0,0,0,0,50,0,0,0,0,1,2
"ロジャース",2017,"Top","T",140,123,0.252,5,0.431,0.329,18.6,10.71,3.57,0.277,0.332,94,140
"青山　大紀",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"赤間　謙",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"赤松　幸輔",2017,"Farm","Bs",63,52,0.25,2,0.423,0.361,19,11.11,3.17,0.289,0.35,38,61
"安達　了一",2017,"Farm","Bs",3,3,0.333,0,0.333,0.333,33.3,0,0,0.5,0.288,2,3
"飯田　大祐",2017,"Farm","Bs",119,101,0.228,0,0.356,0.328,21.8,12.61,0,0.307,0.313,75,116
"伊藤　光",2017,"Farm","Bs",4,4,0.75,0,1.25,0.75,0,0,0,0.75,0.883,4,4
"岩﨑　恭平",2017,"Farm","Bs",330,272,0.254,1,0.324,0.351,14.2,11.52,0.3,0.304,0.308,224,313
"ウエスト",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"大城　滉二",2017,"Farm","Bs",22,21,0.286,0,0.286,0.286,22.7,0,0,0.375,0.247,16,21
"大山　暁史",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"岡﨑　大輔",2017,"Farm","Bs",216,199,0.156,0,0.186,0.172,20.4,1.85,0,0.2,0.159,155,203
"奥浪　鏡",2017,"Farm","Bs",107,80,0.188,2,0.3,0.383,22.4,23.36,1.87,0.236,0.325,55,107
"小田　裕也",2017,"Farm","Bs",189,170,0.224,0,0.288,0.289,22.8,7.41,0,0.297,0.261,128,187
"海田　智行",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"角屋　龍太",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"金田　和之",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"川端　崇義",2017,"Farm","Bs",152,133,0.233,0,0.248,0.307,10.5,9.21,0,0.261,0.254,119,150
"神戸　文也",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"岸田　護",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"コーク",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"小島　脩平",2017,"Farm","Bs",86,75,0.28,1,0.36,0.329,10.5,6.98,1.16,0.303,0.304,66,82
"小林　慶祐",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"小谷野　栄一",2017,"Farm","Bs",5,5,0.8,0,0.8,0.8,0,0,0,0.8,0.692,5,5
"近藤　大亮",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"齋藤　綱記",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"榊原　翼",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"坂本　一将",2017,"Farm","Bs",155,138,0.181,0,0.21,0.218,20,4.52,0,0.229,0.193,109,147
"佐藤　世那",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"佐藤　達也",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"佐野　皓大",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"澤田　圭佑",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"ジョージ",2017,"Farm","Bs",257,227,0.278,2,0.405,0.348,20.6,8.56,0.78,0.349,0.334,175,256
"縞田　拓弥",2017,"Farm","Bs",154,124,0.266,0,0.323,0.367,15.6,11.69,0,0.324,0.315,102,147
"駿太",2017,"Farm","Bs",21,20,0.15,0,0.25,0.143,19,0,0,0.176,0.168,17,21
"杉本　裕太郎",2017,"Farm","Bs",327,286,0.269,8,0.416,0.348,22.6,8.26,2.45,0.333,0.337,207,325
"鈴木　昂平",2017,"Farm","Bs",24,22,0.136,0,0.273,0.208,29.2,8.33,0,0.2,0.221,15,24
"鈴木　優",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"園部　聡",2017,"Farm","Bs",266,219,0.183,7,0.324,0.32,22.9,15.79,2.63,0.216,0.294,153,264
"髙木　伴",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"武田　健吾",2017,"Farm","Bs",113,102,0.216,0,0.245,0.273,11.5,5.31,0,0.247,0.236,89,110
"張　奕",2017,"Farm","Bs",77,66,0.091,0,0.106,0.221,31.2,12.99,0,0.143,0.173,42,77
"塚田　貴之",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"塚原　頌平",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"ディクソン",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"東明　大貴",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"戸田　亮",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"中道　勝士",2017,"Farm","Bs",7,5,0,0,0,0.286,14.3,14.29,0,0,0.203,4,7
"西　勇輝",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"西野　真弘",2017,"Farm","Bs",50,39,0.231,0,0.308,0.362,6,12,0,0.25,0.313,36,47
"根本　薫",2017,"Farm","Bs",46,42,0.262,0,0.286,0.304,23.9,6.52,0,0.344,0.262,32,46
"比嘉　幹貴",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"平野　佳寿",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"伏見　寅威",2017,"Farm","Bs",279,241,0.253,1,0.332,0.324,16.5,7.89,0.36,0.3,0.295,200,275
"ヘルメン",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"マレーロ",2017,"Farm","Bs",8,7,0,0,0,0.125,12.5,12.5,0,0,0.086,6,8
"松葉　貴大",2017,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
