"Player_name","Year","Level","T","PA","AB","AVG","HR","SLG","OBP","Kpct","BBpct","HRpct","BABIP","wOBA","BABIP_denom","wOBA_denom"
"西田　直斗",2013,"Top","T",2,2,0,0,0,0,100,0,0,0,0,0,2
"西村　憲",2013,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"能見　篤史",2013,"Top","T",60,55,0.145,1,0.236,0.19,30,5,1.67,0.194,0.192,36,58
"野原　将志",2013,"Top","T",10,10,0,0,0,0,10,0,0,0,0,9,10
"日高　剛",2013,"Top","T",100,97,0.289,2,0.381,0.31,16,2,2,0.329,0.301,79,100
"桧山　進次郎",2013,"Top","T",59,51,0.196,0,0.275,0.305,20.3,10.17,0,0.256,0.266,39,58
"福留　孝介",2013,"Top","T",241,212,0.198,6,0.335,0.295,17.8,11.62,2.49,0.221,0.28,163,238
"福原　忍",2013,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"藤井　彰人",2013,"Top","T",343,298,0.258,1,0.292,0.317,12.5,7.87,0.29,0.296,0.271,257,326
"藤浪　晋太郎",2013,"Top","T",43,37,0.027,0,0.054,0.053,44.2,2.33,0,0.056,0.053,18,38
"藤原　正典",2013,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"ボイヤー",2013,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"マートン",2013,"Top","T",613,566,0.314,19,0.484,0.361,13.2,6.85,3.1,0.338,0.366,470,612
"松田　遼馬",2013,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"メッセンジャー",2013,"Top","T",66,56,0.107,0,0.125,0.153,45.5,4.55,0,0.231,0.131,26,59
"森田　一成",2013,"Top","T",19,19,0.211,0,0.263,0.211,42.1,0,0,0.364,0.207,11,19
"大和",2013,"Top","T",454,384,0.273,0,0.32,0.334,8.8,5.95,0,0.305,0.295,344,419
"林　威助",2013,"Top","T",4,4,0,0,0,0,50,0,0,0,0,2,4
"渡辺　亮",2013,"Top","T",0,0,0,0,0,0,0,0,0,0,0,0,0
"安達　了一",2013,"Farm","Bs",20,20,0.25,0,0.25,0.25,20,0,0,0.312,0.216,16,20
"井川　慶",2013,"Farm","Bs",5,4,0.5,0,0.5,0.5,40,0,0,1,0.432,2,4
"稲倉　大輝",2013,"Farm","Bs",29,28,0.071,0,0.143,0.103,51.7,3.45,0,0.154,0.113,13,29
"伊原　正樹",2013,"Farm","Bs",2,2,0,0,0,0,100,0,0,0,0,0,2
"海田　智行",2013,"Farm","Bs",2,1,0,0,0,0.5,0,50,0,0,0.346,1,2
"柿原　翔樹",2013,"Farm","Bs",27,25,0.28,0,0.36,0.296,22.2,0,0,0.35,0.286,20,27
"梶本　勇介",2013,"Farm","Bs",236,204,0.26,3,0.417,0.349,19.9,10.17,1.27,0.325,0.342,154,232
"甲藤　啓介",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"鴨志田　貴司",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"川端　崇義",2013,"Farm","Bs",139,126,0.222,0,0.262,0.27,10.8,5.76,0,0.248,0.24,113,137
"岸田　護",2013,"Farm","Bs",1,1,0,0,0,0,0,0,0,0,0,1,1
"桑原　謙太朗",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"小島　脩平",2013,"Farm","Bs",167,159,0.214,0,0.27,0.242,12,3.59,0,0.245,0.228,139,165
"後藤　光尊",2013,"Farm","Bs",84,76,0.237,0,0.316,0.286,14.3,7.14,0,0.273,0.267,66,84
"小松　聖",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"近藤　一樹",2013,"Farm","Bs",4,3,0,0,0,0,50,0,0,0,0,1,3
"齋藤　俊雄",2013,"Farm","Bs",52,48,0.208,0,0.313,0.24,30.8,1.92,0,0.312,0.247,32,50
"佐藤　峻一",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"佐藤　達也",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"シュルツ",2013,"Farm","Bs",1,1,0,0,0,0,0,0,0,0,0,1,1
"縞田　拓弥",2013,"Farm","Bs",152,130,0.254,1,0.346,0.331,17.8,9.87,0.66,0.308,0.304,104,148
"駿太",2013,"Farm","Bs",51,44,0.295,0,0.341,0.34,9.8,5.88,0,0.333,0.303,39,47
"庄司　龍二",2013,"Farm","Bs",76,64,0.297,1,0.422,0.356,5.3,9.21,1.32,0.295,0.339,61,73
"高橋　信二",2013,"Farm","Bs",68,61,0.361,3,0.541,0.426,13.2,8.82,4.41,0.388,0.418,49,68
"高橋　秀聡",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"武田　健吾",2013,"Farm","Bs",354,325,0.252,4,0.351,0.279,13.6,3.67,1.13,0.283,0.276,276,341
"竹原　直隆",2013,"Farm","Bs",186,152,0.224,8,0.421,0.36,10.2,17.74,4.3,0.206,0.348,126,186
"塚原　頌平",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"辻　俊哉",2013,"Farm","Bs",188,168,0.292,1,0.351,0.364,11.7,9.04,0.53,0.331,0.321,145,187
"堤　裕貴",2013,"Farm","Bs",338,288,0.264,0,0.319,0.334,13.9,9.17,0,0.311,0.293,244,322
"Ｔ－岡田",2013,"Farm","Bs",138,125,0.344,4,0.488,0.391,9.4,6.52,2.9,0.355,0.38,110,138
"ディクソン",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"東野　峻",2013,"Farm","Bs",4,3,0,0,0,0,50,0,0,0,0,1,3
"戸田　亮",2013,"Farm","Bs",1,1,0,0,0,0,0,0,0,0,0,1,1
"中村　一生",2013,"Farm","Bs",65,59,0.186,0,0.22,0.25,23.1,7.69,0,0.25,0.217,44,64
"中山　慎也",2013,"Farm","Bs",4,3,0.333,0,1,0.5,50,25,0,1,0.604,1,4
"西川　拓喜",2013,"Farm","Bs",327,288,0.26,1,0.323,0.314,22.3,6.42,0.31,0.341,0.285,217,315
"野中　信吾",2013,"Farm","Bs",61,53,0.264,0,0.283,0.316,19.7,6.56,0,0.341,0.269,41,57
"ハモンド",2013,"Farm","Bs",3,2,0,0,0,0,66.7,0,0,0,0,0,2
"原　大輝",2013,"Farm","Bs",59,46,0.239,0,0.348,0.386,16.9,16.95,0,0.306,0.341,36,57
"原　拓也",2013,"Farm","Bs",91,83,0.181,0,0.193,0.198,20.9,2.2,0,0.231,0.172,65,86
"比嘉　幹貴",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"平井　正史",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"平野　恵一",2013,"Farm","Bs",62,51,0.255,0,0.333,0.356,12.9,11.29,0,0.302,0.316,43,59
"フェルナンデス",2013,"Farm","Bs",7,7,0,0,0,0,57.1,0,0,0,0,3,7
"深江　真登",2013,"Farm","Bs",85,77,0.286,0,0.312,0.329,21.2,5.88,0,0.373,0.285,59,82
"伏見　寅威",2013,"Farm","Bs",132,115,0.33,0,0.4,0.405,13.6,7.58,0,0.388,0.36,98,131
"古川　秀一",2013,"Farm","Bs",1,1,0,0,0,0,100,0,0,0,0,0,1
"マエストリ",2013,"Farm","Bs",3,3,0,0,0,0,66.7,0,0,0,0,1,3
"前田　祐二",2013,"Farm","Bs",2,2,0.5,0,0.5,0.5,0,0,0,0.5,0.432,2,2
"松葉　貴大",2013,"Farm","Bs",4,3,0.333,0,0.333,0.5,0,25,0,0.333,0.389,3,4
"松本　幸大",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"馬原　孝浩",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"ミルズ",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"ミンチェ",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"三ツ俣　大樹",2013,"Farm","Bs",242,217,0.24,2,0.309,0.281,15.3,4.96,0.83,0.279,0.262,179,231
"宮崎　祐樹",2013,"Farm","Bs",120,105,0.343,2,0.457,0.407,13.3,8.33,1.67,0.386,0.378,88,118
"森本　将太",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"八木　智哉",2013,"Farm","Bs",8,7,0,0,0,0,37.5,0,0,0,0,4,7
"山田　修義",2013,"Farm","Bs",7,6,0,0,0,0,42.9,0,0,0,0,3,6
"山本　和作",2013,"Farm","Bs",27,24,0.167,0,0.25,0.259,25.9,3.7,0,0.235,0.243,17,27
"横山　徹也",2013,"Farm","Bs",53,46,0.239,0,0.283,0.34,13.2,13.21,0,0.282,0.289,39,53
"吉野　誠",2013,"Farm","Bs",0,0,0,0,0,0,0,0,0,0,0,0,0
"ロッティーノ",2013,"Farm","Bs",201,174,0.356,7,0.54,0.438,8,11.94,3.48,0.362,0.424,152,201
"會澤　翼",2013,"Farm","C",134,127,0.323,6,0.512,0.341,15.7,2.24,4.48,0.347,0.366,101,132
"青木　高広",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"安部　友裕",2013,"Farm","C",71,63,0.381,1,0.524,0.426,16.9,7.04,1.41,0.46,0.413,50,68
"天谷　宗一郎",2013,"Farm","C",298,253,0.289,3,0.407,0.382,9.7,12.75,1.01,0.315,0.352,222,293
"池ノ内　亮介",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"磯村　嘉孝",2013,"Farm","C",147,129,0.264,4,0.388,0.329,6.8,7.48,2.72,0.259,0.316,116,143
"伊東　昂大",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"今井　啓介",2013,"Farm","C",7,7,0.429,0,0.429,0.429,28.6,0,0,0.6,0.371,5,7
"今村　猛",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"岩見　優輝",2013,"Farm","C",5,5,0.4,0,0.8,0.4,0,0,0,0.4,0.518,5,5
"岩本　貴裕",2013,"Farm","C",139,127,0.307,3,0.441,0.333,12.9,5.04,2.16,0.327,0.333,110,138
"上野　弘文",2013,"Farm","C",1,1,0,0,0,0,100,0,0,0,0,0,1
"上村　和裕",2013,"Farm","C",40,34,0.235,1,0.412,0.35,27.5,7.5,2.5,0.318,0.343,22,40
"上本　崇司",2013,"Farm","C",227,176,0.278,0,0.307,0.361,11.5,7.05,0,0.322,0.305,152,202
"梅津　智弘",2013,"Farm","C",2,1,0,0,0,0,0,0,0,0,0,1,1
"エルドレッド",2013,"Farm","C",92,82,0.317,8,0.671,0.38,26.1,8.7,8.7,0.353,0.442,51,92
"江草　仁貴",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"大島　崇行",2013,"Farm","C",1,1,0,0,0,0,100,0,0,0,0,0,1
"大竹　寛",2013,"Farm","C",2,2,0,0,0,0,50,0,0,0,0,1,2
"小野　淳平",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"金丸　将也",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"河内　貴哉",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"キラ",2013,"Farm","C",28,24,0.292,1,0.458,0.393,28.6,14.29,3.57,0.4,0.375,15,28
"菊地原　毅",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"岸本　秀樹",2013,"Farm","C",4,3,0,0,0,0,75,0,0,0,0,0,3
"木村　昇吾",2013,"Farm","C",101,85,0.176,1,0.247,0.213,11.9,2.97,0.99,0.194,0.207,72,89
"倉　義和",2013,"Farm","C",17,13,0.077,0,0.154,0.294,5.9,11.76,0,0.083,0.246,12,17
"栗原　健太",2013,"Farm","C",287,251,0.263,2,0.347,0.345,12.9,10.45,0.7,0.298,0.31,215,286
"小窪　哲也",2013,"Farm","C",134,115,0.339,0,0.443,0.403,11.2,6.72,0,0.386,0.374,101,129
"齊藤　悠葵",2013,"Farm","C",11,10,0.4,1,0.7,0.455,9.1,9.09,9.09,0.375,0.487,8,11
"篠田　純平",2013,"Farm","C",12,10,0.4,0,0.5,0.4,25,0,0,0.571,0.393,7,10
"下水流　昂",2013,"Farm","C",90,82,0.22,2,0.341,0.273,23.3,6.67,2.22,0.271,0.273,59,88
"庄司　隼人",2013,"Farm","C",229,198,0.278,3,0.379,0.345,9.6,8.73,1.31,0.299,0.322,174,220
"白濱　裕太",2013,"Farm","C",73,64,0.219,1,0.359,0.271,27.4,5.48,1.37,0.295,0.279,44,70
"申　成鉉",2013,"Farm","C",81,68,0.25,2,0.382,0.354,25.9,13.58,2.47,0.333,0.33,45,79
"鈴木　誠也",2013,"Farm","C",364,335,0.281,2,0.367,0.326,9.9,6.04,0.55,0.307,0.305,300,361
"鈴木　将光",2013,"Farm","C",159,141,0.277,2,0.369,0.335,13.2,6.92,1.26,0.311,0.313,119,155
"ソコロビッチ",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"高橋　大樹",2013,"Farm","C",150,128,0.219,2,0.289,0.299,20,9.33,1.33,0.263,0.266,99,147
"武内　久士",2013,"Farm","C",18,16,0.063,0,0.188,0.063,16.7,0,0,0.077,0.108,13,16
"辻　空",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"弦本　悠希",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"戸田　隆矢",2013,"Farm","C",12,10,0.3,0,0.3,0.3,25,0,0,0.429,0.259,7,10
"富永　一",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"永川　勝浩",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"中崎　翔太",2013,"Farm","C",13,9,0.111,0,0.111,0.2,38.5,7.69,0,0.25,0.156,4,10
"中田　廉",2013,"Farm","C",3,3,0,0,0,0,0,0,0,0,0,3,3
"中谷　翼",2013,"Farm","C",80,77,0.208,0,0.286,0.218,16.2,1.25,0,0.25,0.221,64,78
"中東　直己",2013,"Farm","C",57,53,0.34,0,0.377,0.352,19.3,1.75,0,0.429,0.317,42,54
"中村　恭平",2013,"Farm","C",15,12,0.167,0,0.167,0.231,20,6.67,0,0.222,0.186,9,13
"中村　憲",2013,"Farm","C",58,54,0.259,0,0.315,0.31,12.1,6.9,0,0.298,0.279,47,58
"中村　亘佑",2013,"Farm","C",27,24,0.458,1,0.667,0.5,7.4,3.7,3.7,0.476,0.503,21,26
"中村　真崇",2013,"Farm","C",18,17,0.235,1,0.471,0.278,16.7,5.56,5.56,0.231,0.323,13,18
"ニック",2013,"Farm","C",86,79,0.304,6,0.57,0.36,12.8,6.98,6.98,0.29,0.398,62,86
"野村　祐輔",2013,"Farm","C",2,2,0.5,0,0.5,0.5,50,0,0,1,0.432,1,2
"土生　翔平",2013,"Farm","C",257,229,0.262,4,0.376,0.329,12.1,8.95,1.56,0.286,0.312,196,255
"久本　祐一",2013,"Farm","C",1,1,0,0,0,0,0,0,0,0,0,1,1
"福井　優也",2013,"Farm","C",4,4,0.25,0,0.25,0.25,25,0,0,0.333,0.216,3,4
"松本　高明",2013,"Farm","C",28,25,0.4,0,0.52,0.423,14.3,3.57,0,0.476,0.41,21,26
"ミコライオ",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"三家　和真",2013,"Farm","C",2,2,0,0,0,0,50,0,0,0,0,1,2
"美間　優槻",2013,"Farm","C",79,73,0.219,1,0.315,0.237,21.5,2.53,1.27,0.268,0.235,56,75
"迎　祐一郎",2013,"Farm","C",101,90,0.311,1,0.422,0.364,6.9,6.93,0.99,0.325,0.345,83,99
"森下　宗",2013,"Farm","C",18,18,0.167,0,0.167,0.167,16.7,0,0,0.2,0.144,15,18
"山野　恭介",2013,"Farm","C",0,0,0,0,0,0,0,0,0,0,0,0,0
"横山　竜士",2013,"Farm","C",1,0,0,0,0,0,0,0,0,0,0,0,0
"ルイス",2013,"Farm","C",112,97,0.371,2,0.526,0.438,18.8,10.71,1.79,0.447,0.417,76,112
"赤坂　和幸",2013,"Farm","D",192,172,0.297,4,0.436,0.354,14.1,7.81,2.08,0.331,0.347,142,189
"赤田　龍一郎",2013,"Farm","D",116,106,0.255,1,0.33,0.307,12.9,6.03,0.86,0.289,0.285,90,114
"浅尾　拓也",2013,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0,0
"朝倉　健太",2013,"Farm","D",9,7,0.143,0,0.143,0.25,22.2,11.11,0,0.2,0.195,5,8
"荒木　雅博",2013,"Farm","D",44,38,0.237,0,0.289,0.341,2.3,9.09,0,0.243,0.294,37,44
"伊藤　準規",2013,"Farm","D",2,0,0,0,0,1,0,50,0,0,0.692,0,1
"井藤　真吾",2013,"Farm","D",300,274,0.259,1,0.321,0.306,11.7,5,0.33,0.293,0.28,239,294
"井上　公志",2013,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0,0
"井端　弘和",2013,"Farm","D",8,8,0.625,0,0.625,0.625,12.5,0,0,0.714,0.541,7,8
"岩崎　恭平",2013,"Farm","D",53,46,0.217,0,0.304,0.294,18.9,9.43,0,0.278,0.273,36,51
"岩田　慎司",2013,"Farm","D",19,14,0.143,0,0.143,0.333,42.1,21.05,0,0.333,0.25,6,18
"小川　龍也",2013,"Farm","D",1,1,1,0,1,1,0,0,0,1,0.865,1,1
"小熊　凌祐",2013,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0,0
"小田　幸平",2013,"Farm","D",30,27,0.222,0,0.222,0.3,16.7,10,0,0.273,0.242,22,30
"カブレラ",2013,"Farm","D",2,1,0,0,0,0.5,50,50,0,0,0.346,0,2
"川上　憲伸",2013,"Farm","D",4,4,0,0,0,0,75,0,0,0,0,1,4
"川崎　貴弘",2013,"Farm","D",9,9,0.111,0,0.111,0.111,55.6,0,0,0.25,0.096,4,9
"小林　正人",2013,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0,0
"清水　昭信",2013,"Farm","D",7,4,0,0,0,0.143,42.9,14.29,0,0,0.099,3,7
"杉山　翔大",2013,"Farm","D",30,30,0.2,0,0.2,0.2,16.7,0,0,0.24,0.173,25,30
"鈴木　義広",2013,"Farm","D",4,3,0,0,0,0.25,75,25,0,0,0.173,0,4
"関　啓扶",2013,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0,0
"宋　相勲",2013,"Farm","D",25,24,0.208,0,0.292,0.24,12,4,0,0.238,0.238,21,25
"高橋　聡文",2013,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0,0
"高橋　周平",2013,"Farm","D",225,207,0.28,0,0.343,0.33,15.1,5.78,0,0.333,0.3,174,224
"田島　慎二",2013,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0,0
"田中　大輔",2013,"Farm","D",175,157,0.312,4,0.471,0.376,8.6,8.57,2.29,0.326,0.372,138,173
"谷　哲也",2013,"Farm","D",139,120,0.233,1,0.35,0.292,11.5,5.76,0.72,0.262,0.287,103,130
"辻　孟彦",2013,"Farm","D",12,9,0,0,0,0,33.3,0,0,0,0,5,9
"ディアス",2013,"Farm","D",5,3,0,0,0,0.4,40,40,0,0,0.277,1,5
"堂上　剛裕",2013,"Farm","D",250,222,0.288,3,0.365,0.365,12.4,9.2,1.2,0.324,0.328,188,249
"堂上　直倫",2013,"Farm","D",127,114,0.272,1,0.377,0.333,7.9,7.87,0.79,0.288,0.317,104,126
"中田　亮二",2013,"Farm","D",221,201,0.308,2,0.423,0.357,12.2,7.24,0.9,0.343,0.342,175,221
"西川　健太郎",2013,"Farm","D",10,9,0.222,0,0.222,0.222,20,0,0,0.286,0.192,7,9
"野本　圭",2013,"Farm","D",299,269,0.283,2,0.361,0.344,10.7,6.35,0.67,0.315,0.315,235,294
"濱田　達郎",2013,"Farm","D",15,15,0.133,0,0.2,0.133,40,0,0,0.222,0.147,9,15
"平田　良介",2013,"Farm","D",35,30,0.3,2,0.6,0.371,2.9,11.43,5.71,0.25,0.41,28,35
"ブラッドリー",2013,"Farm","D",2,2,0,0,0,0,50,0,0,0,0,1,2
"福田　永将",2013,"Farm","D",145,137,0.234,2,0.321,0.271,20,4.83,1.38,0.283,0.262,106,144
"福谷　浩司",2013,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0,0
"藤井　淳志",2013,"Farm","D",25,22,0.318,0,0.364,0.4,16,8,0,0.389,0.346,18,25
"古本　武尊",2013,"Farm","D",78,71,0.141,2,0.239,0.218,26.9,8.97,2.56,0.167,0.21,48,78
"マドリガル",2013,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0,0
"前田　章宏",2013,"Farm","D",142,129,0.287,7,0.504,0.336,19.7,5.63,4.93,0.316,0.362,95,140
"松井　雅人",2013,"Farm","D",31,28,0.429,2,0.679,0.467,16.1,3.23,6.45,0.476,0.489,21,30
"松井　佑介",2013,"Farm","D",141,127,0.276,4,0.394,0.343,17.7,8.51,2.84,0.316,0.325,98,140
"三瀬　幸司",2013,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0,0
"溝脇　隼人",2013,"Farm","D",98,93,0.194,0,0.194,0.211,24.5,2.04,0,0.261,0.178,69,95
"武藤　祐太",2013,"Farm","D",1,1,0,0,0,0,0,0,0,0,0,1,1
"森越　祐人",2013,"Farm","D",223,191,0.204,1,0.272,0.278,22,7.62,0.45,0.268,0.252,142,212
"矢地　健人",2013,"Farm","D",0,0,0,0,0,0,0,0,0,0,0,0,0
"柳田　殖生",2013,"Farm","D",324,287,0.296,3,0.383,0.373,11.1,9.26,0.93,0.329,0.338,249,324
"山井　大介",2013,"Farm","D",4,4,0,0,0,0,0,0,0,0,0,4,4
"山内　壮馬",2013,"Farm","D",7,4,0,0,0,0,42.9,0,0,0,0,1,4
"山崎　武司",2013,"Farm","D",72,59,0.203,0,0.22,0.347,15.3,18.06,0,0.25,0.276,48,72
"山本昌",2013,"Farm","D",2,0,0,0,0,1,0,100,0,0,0.692,0,2
"雄太",2013,"Farm","D",20,18,0.222,0,0.222,0.263,35,5,0,0.364,0.219,11,19
"吉川　大幾",2013,"Farm","D",247,217,0.184,0,0.217,0.244,16.6,6.07,0,0.227,0.21,176,233
"吉田　利一",2013,"Farm","D",85,78,0.256,0,0.308,0.301,17.6,5.88,0,0.317,0.267,63,82
"ルナ",2013,"Farm","D",5,4,0.25,0,0.75,0.4,40,0,0,0.5,0.491,2,5
"若松　駿太",2013,"Farm","D",7,6,0,0,0,0,14.3,0,0,0,0,5,6
"赤堀　大智",2013,"Farm","DB",396,356,0.23,8,0.354,0.293,16.7,7.07,2.02,0.26,0.288,285,392
"安部　建輝",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"荒波　翔",2013,"Farm","DB",8,7,0.429,0,0.429,0.5,12.5,12.5,0,0.5,0.411,6,8
"安斉　雄虎",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"石川　雄洋",2013,"Farm","DB",40,38,0.289,2,0.526,0.325,22.5,5,5,0.333,0.368,27,40
"井手　正太郎",2013,"Farm","DB",114,106,0.245,3,0.387,0.289,10.5,6.14,2.63,0.25,0.296,92,114
"伊藤　拓郎",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"井納　翔一",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"今井　金太",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"牛田　成樹",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"内村　賢介",2013,"Farm","DB",63,55,0.2,0,0.218,0.267,14.3,6.35,0,0.239,0.225,46,60
"大田　阿斗里",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"大原　慎司",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"長田　秀一郎",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"乙坂　智",2013,"Farm","DB",213,188,0.234,1,0.319,0.311,22.1,8.92,0.47,0.307,0.284,140,208
"加賀　繁",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"加賀美　希昇",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"梶谷　隆幸",2013,"Farm","DB",70,62,0.452,1,0.597,0.5,17.1,10,1.43,0.54,0.471,50,70
"神内　靖",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"菊地　和正",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"北方　悠誠",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"国吉　佑樹",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"黒羽根　利規",2013,"Farm","DB",78,70,0.314,1,0.371,0.368,16.7,6.41,1.28,0.375,0.327,56,76
"桑原　将志",2013,"Farm","DB",326,278,0.27,2,0.36,0.346,17.2,9.2,0.61,0.33,0.317,221,312
"コーコラン",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"小池　正晃",2013,"Farm","DB",129,113,0.221,3,0.327,0.295,17.1,6.98,2.33,0.242,0.277,91,129
"小杉　陽太",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"後藤　武敏",2013,"Farm","DB",136,117,0.316,8,0.581,0.382,11,11.03,5.88,0.296,0.406,98,136
"小林　寛",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"小林　太志",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"古村　徹",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"佐藤　祥万",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"佐村・トラヴィス・幹久",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"篠原　貴行",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"嶋村　一輝",2013,"Farm","DB",132,114,0.184,2,0.298,0.288,20.5,11.36,1.52,0.221,0.264,86,130
"下園　辰哉",2013,"Farm","DB",110,97,0.299,1,0.392,0.373,5.5,10,0.91,0.308,0.34,91,110
"白崎　浩之",2013,"Farm","DB",273,239,0.268,1,0.347,0.336,18.7,5.86,0.37,0.335,0.307,188,265
"須田　幸太",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"鄭　凱文",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"ソト",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"高崎　健太郎",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"高城　俊人",2013,"Farm","DB",49,43,0.14,0,0.163,0.191,32.7,6.12,0,0.214,0.165,28,47
"田中　健二朗",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"多村　仁志",2013,"Farm","DB",34,30,0.267,3,0.567,0.353,14.7,11.76,8.82,0.227,0.391,22,34
"陳　冠宇",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"土屋　健二",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"筒香　嘉智",2013,"Farm","DB",319,279,0.272,7,0.405,0.351,16.6,10.34,2.19,0.309,0.334,223,319
"鶴岡　賢二郎",2013,"Farm","DB",65,59,0.186,1,0.305,0.226,26.2,3.08,1.54,0.244,0.236,41,62
"冨田　康祐",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
"内藤　雄太",2013,"Farm","DB",282,264,0.246,3,0.345,0.288,18.1,4.96,1.06,0.294,0.279,211,280
"西森　将司",2013,"Farm","DB",173,148,0.297,0,0.338,0.354,14.5,8.09,0,0.352,0.307,125,164
"林　昌範",2013,"Farm","DB",0,0,0,0,0,0,0,0,0,0,0,0,0
