"Player_name","Year","Level","T","PA","AB","AVG","HR","SLG","OBP","Kpct","BBpct","BABIP","wOBA","BABIP_denom","wOBA_denom"
"三ツ間　卓也",2017,"Top","D",2,1,0,0,0,0.5,50,50,0,0.346,0,2
"三ツ俣　大樹",2017,"Top","D",1,1,0,0,0,0,0,0,0,0,1,1
"森野　将彦",2017,"Top","D",47,40,0.25,0,0.3,0.333,6.4,10.64,0.27,0.29,37,45
"八木　智哉",2017,"Top","D",3,2,0,0,0,0,66.7,0,0,0,0,2
"柳　裕也",2017,"Top","D",12,10,0.1,0,0.1,0.182,33.3,8.33,0.167,0.142,6,11
"山井　大介",2017,"Top","D",5,3,0.667,1,2,0.667,20,0,1,1.133,1,3
"吉見　一起",2017,"Top","D",24,18,0,0,0,0,41.7,0,0,0,8,18
"ロンドン",2017,"Top","D",0,0,0,0,0,0,0,0,0,0,0,0
"若松　駿太",2017,"Top","D",10,8,0,0,0,0.111,60,10,0,0.077,2,9
"荒波　翔",2017,"Top","DB",65,62,0.226,0,0.306,0.262,24.6,3.08,0.304,0.255,46,65
"飯塚　悟史",2017,"Top","DB",15,13,0.077,0,0.077,0.077,73.3,0,0.5,0.067,2,13
"石川　雄洋",2017,"Top","DB",191,166,0.247,2,0.325,0.308,20.9,6.28,0.307,0.283,127,185
"石田　健大",2017,"Top","DB",38,30,0.167,0,0.167,0.194,31.6,2.63,0.278,0.162,18,31
"井納　翔一",2017,"Top","DB",51,45,0.089,0,0.089,0.109,47.1,1.96,0.19,0.09,21,46
"今永　昇太",2017,"Top","DB",44,40,0.15,0,0.15,0.19,38.6,4.55,0.261,0.157,23,42
"ウィーランド",2017,"Top","DB",47,41,0.171,2,0.341,0.261,40.4,8.51,0.25,0.27,20,46
"エスコバー",2017,"Top","DB",2,2,0,0,0,0,100,0,0,0,0,2
"エリアン",2017,"Top","DB",62,56,0.25,1,0.321,0.323,35.5,9.68,0.394,0.289,33,62
"乙坂　智",2017,"Top","DB",61,58,0.19,2,0.345,0.217,19.7,1.64,0.205,0.246,44,60
"尾仲　祐哉",2017,"Top","DB",2,2,0,0,0,0,100,0,0,0,0,2
"加賀　繁",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"梶谷　隆幸",2017,"Top","DB",540,480,0.248,19,0.429,0.328,26.7,10.37,0.313,0.332,319,538
"クライン",2017,"Top","DB",12,9,0.111,0,0.111,0.111,50,0,0.333,0.096,3,9
"国吉　佑樹",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"久保　康友",2017,"Top","DB",14,14,0.071,0,0.071,0.071,64.3,0,0.2,0.062,5,14
"熊原　健人",2017,"Top","DB",4,4,0,0,0,0,75,0,0,0,1,4
"倉本　寿彦",2017,"Top","DB",500,468,0.256,2,0.323,0.289,18.6,3.6,0.316,0.271,374,491
"桑原　将志",2017,"Top","DB",616,553,0.278,13,0.434,0.342,17,6.98,0.324,0.342,435,606
"Ｇ．後藤　武敏",2017,"Top","DB",25,22,0.136,0,0.182,0.24,16,12,0.167,0.206,18,25
"小林　寛",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"佐野　恵太",2017,"Top","DB",24,21,0.095,0,0.143,0.208,20.8,12.5,0.125,0.178,16,24
"シリアコ",2017,"Top","DB",28,27,0.074,0,0.111,0.107,35.7,3.57,0.118,0.103,17,28
"柴田　竜拓",2017,"Top","DB",204,178,0.242,1,0.303,0.294,21.1,5.39,0.309,0.268,136,194
"下園　辰哉",2017,"Top","DB",11,10,0.1,0,0.1,0.182,18.2,9.09,0.125,0.142,8,11
"白崎　浩之",2017,"Top","DB",50,49,0.184,0,0.224,0.2,32,2,0.273,0.188,33,50
"白根　尚貴",2017,"Top","DB",10,10,0.2,1,0.5,0.2,20,0,0.143,0.293,7,10
"進藤　拓也",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"須田　幸太",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"砂田　毅樹",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"関根　大気",2017,"Top","DB",19,18,0.167,0,0.167,0.211,26.3,5.26,0.231,0.173,13,19
"平良　拳太郎",2017,"Top","DB",4,4,0.25,0,0.25,0.25,50,0,0.5,0.216,2,4
"高崎　健太郎",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"髙城　俊人",2017,"Top","DB",56,51,0.255,0,0.373,0.296,25,5.36,0.351,0.294,37,54
"田中　健二朗",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"田中　浩康",2017,"Top","DB",170,150,0.207,1,0.26,0.265,14.1,5.88,0.24,0.239,125,162
"筒香　嘉智",2017,"Top","DB",558,464,0.284,24,0.502,0.4,19.5,15.95,0.323,0.392,334,555
"戸柱　恭孝",2017,"Top","DB",345,320,0.209,8,0.322,0.252,16.2,5.51,0.229,0.253,258,341
"西森　将司",2017,"Top","DB",3,3,0,0,0,0,100,0,0,0,0,3
"パットン",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"濵口　遥大",2017,"Top","DB",36,31,0.032,0,0.032,0.063,52.8,2.78,0.083,0.049,12,32
"飛雄馬",2017,"Top","DB",5,5,0,0,0,0,0,0,0,0,5,5
"平田　真吾",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"藤岡　好明",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"松本　啓二朗",2017,"Top","DB",14,12,0.25,0,0.25,0.357,14.3,0,0.3,0.29,10,14
"三上　朋也",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"三嶋　一輝",2017,"Top","DB",1,1,0,0,0,0,0,0,0,0,1,1
"水野　滉也",2017,"Top","DB",2,2,0,0,0,0,50,0,0,0,1,2
"嶺井　博希",2017,"Top","DB",117,107,0.262,3,0.374,0.301,26.5,1.71,0.342,0.297,73,113
"宮﨑　敏郎",2017,"Top","DB",486,447,0.311,12,0.452,0.364,9.5,7,0.326,0.357,390,485
"山﨑　康晃",2017,"Top","DB",0,0,0,0,0,0,0,0,0,0,0,0
"山下　幸輝",2017,"Top","DB",19,19,0.158,0,0.263,0.158,31.6,0,0.231,0.186,13,19
"ロペス",2017,"Top","DB",566,531,0.298,28,0.529,0.327,13.4,4.42,0.299,0.366,435,566
"アマダー",2017,"Top","E",424,382,0.236,19,0.408,0.307,21.9,8.96,0.261,0.313,272,424
"青山　浩二",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"足立　祐一",2017,"Top","E",72,63,0.159,0,0.175,0.221,19.4,5.56,0.204,0.186,49,68
"阿部　俊人",2017,"Top","E",19,16,0.188,0,0.188,0.278,31.6,10.53,0.3,0.221,10,18
"安樂　智大",2017,"Top","E",2,2,0,0,0,0,50,0,0,0,1,2
"伊志嶺　忠",2017,"Top","E",14,14,0.071,0,0.143,0.071,50,0,0.143,0.095,7,14
"今江　年晶",2017,"Top","E",135,128,0.25,1,0.344,0.284,19.3,4.44,0.307,0.277,101,134
"入野　貴大",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"ウィーラー",2017,"Top","E",538,485,0.262,27,0.48,0.329,16.2,7.62,0.267,0.349,374,535
"内田　靖人",2017,"Top","E",2,2,0,0,0,0,50,0,0,0,1,2
"オコエ　瑠偉",2017,"Top","E",113,107,0.308,3,0.505,0.327,25.7,0.88,0.4,0.363,75,110
"岡島　豪郎",2017,"Top","E",336,288,0.264,3,0.372,0.34,15.8,10.12,0.308,0.317,237,329
"小野　郁",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"金刃　憲人",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"釜田　佳直",2017,"Top","E",3,3,0,0,0,0,33.3,0,0,0,2,3
"辛島　航",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"菊池　保則",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"岸　孝之",2017,"Top","E",5,4,0,0,0,0,60,0,0,0,1,4
"銀次",2017,"Top","E",515,461,0.289,3,0.364,0.361,12.8,9.9,0.331,0.325,393,514
"クルーズ",2017,"Top","E",37,37,0.162,0,0.216,0.162,10.8,0,0.182,0.166,33,37
"久保　裕也",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"コラレス",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"小山　雄輝",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"今野　龍太",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"塩見　貴洋",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"嶋　基宏",2017,"Top","E",323,248,0.202,3,0.27,0.339,16.7,15.17,0.245,0.288,192,301
"島内　宏明",2017,"Top","E",510,436,0.264,14,0.406,0.353,11.2,11.37,0.274,0.336,368,501
"下妻　貴寛",2017,"Top","E",7,6,0,0,0,0,42.9,0,0,0,3,6
"菅原　秀",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"宋　家豪",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"高梨　雄平",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"田中　和基",2017,"Top","E",36,34,0.118,1,0.265,0.167,47.2,5.56,0.188,0.194,16,36
"戸村　健次",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"中川　大志",2017,"Top","E",24,22,0.136,0,0.182,0.208,25,4.17,0.188,0.187,16,24
"西田　哲朗",2017,"Top","E",16,15,0.133,0,0.133,0.188,31.2,6.25,0.2,0.151,10,16
"西宮　悠介",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"則本　昂大",2017,"Top","E",2,2,0,0,0,0,100,0,0,0,0,2
"ハーマン",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"濱矢　廣大",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"聖澤　諒",2017,"Top","E",219,201,0.239,1,0.323,0.29,20.5,5.02,0.301,0.275,156,217
"フェルナンド",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"福田　将儀",2017,"Top","E",7,7,0.143,0,0.143,0.143,14.3,0,0.167,0.124,6,7
"福山　博之",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"藤田　一也",2017,"Top","E",247,215,0.247,2,0.33,0.293,5.3,5.67,0.252,0.275,202,231
"藤平　尚真",2017,"Top","E",1,0,0,0,0,0,0,0,0,0,0,0
"古川　侑利",2017,"Top","E",2,2,0,0,0,0,50,0,0,0,1,2
"ペゲーロ",2017,"Top","E",472,425,0.294,25,0.515,0.364,25.8,9.11,0.36,0.379,278,469
"細川　亨",2017,"Top","E",20,18,0.111,1,0.278,0.111,45,0,0.125,0.163,8,18
"枡田　慎太郎",2017,"Top","E",67,63,0.19,1,0.302,0.239,26.9,5.97,0.25,0.242,44,67
"松井　稼頭央",2017,"Top","E",83,76,0.211,2,0.342,0.277,27.7,7.23,0.275,0.276,51,83
"松井　裕樹",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"美馬　学",2017,"Top","E",6,6,0,0,0,0,83.3,0,0,0,1,6
"三好　匠",2017,"Top","E",115,103,0.243,1,0.359,0.288,23.5,6.09,0.316,0.287,76,111
"茂木　栄五郎",2017,"Top","E",388,340,0.288,15,0.488,0.369,18.6,10.82,0.327,0.373,254,384
"森　雄大",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"森原　康平",2017,"Top","E",0,0,0,0,0,0,0,0,0,0,0,0
"淺間　大基",2017,"Top","F",44,42,0.167,0,0.238,0.205,38.6,4.55,0.28,0.201,25,44
"新垣　勇人",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"有原　航平",2017,"Top","F",4,4,0.25,0,0.25,0.25,50,0,0.5,0.216,2,4
"飯山　裕志",2017,"Top","F",3,3,0,0,0,0,66.7,0,0,0,1,3
"井口　和朋",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"石井　一成",2017,"Top","F",298,261,0.188,3,0.253,0.263,30.9,8.72,0.275,0.236,167,289
"石井　裕也",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"石川　直也",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"市川　友也",2017,"Top","F",154,135,0.17,1,0.244,0.226,20.8,3.9,0.214,0.215,103,146
"上原　健太",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"浦野　博司",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"上沢　直之",2017,"Top","F",3,2,0,0,0,0,33.3,0,0,0,1,2
"エスコバー",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"榎下　陽大",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"太田　賢吾",2017,"Top","F",78,72,0.181,1,0.264,0.203,25.6,2.56,0.235,0.205,51,74
"大田　泰示",2017,"Top","F",394,370,0.249,11,0.389,0.292,19.5,5.84,0.286,0.298,283,394
"大谷　翔平",2017,"Top","F",202,179,0.341,7,0.553,0.406,26.7,9.9,0.45,0.414,120,202
"大野　奨太",2017,"Top","F",172,146,0.212,3,0.301,0.297,16.9,8.72,0.243,0.272,115,165
"大累　進",2017,"Top","F",2,2,0,0,0,0,50,0,0,0,1,2
"岡　大海",2017,"Top","F",132,124,0.169,0,0.218,0.194,25.8,3.03,0.231,0.183,91,129
"鍵谷　陽平",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"加藤　貴之",2017,"Top","F",2,1,0,0,0,0,50,0,0,0,0,1
"岸里　亮佑",2017,"Top","F",14,14,0.143,0,0.214,0.143,21.4,0,0.182,0.157,11,14
"公文　克彦",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"黒羽根　利規",2017,"Top","F",20,20,0.25,0,0.35,0.25,20,0,0.312,0.263,16,20
"近藤　健介",2017,"Top","F",210,150,0.407,3,0.56,0.567,12.4,26.67,0.472,0.491,123,210
"斎藤　佑樹",2017,"Top","F",1,0,0,0,0,1,0,100,0,0.692,0,1
"清水　優心",2017,"Top","F",87,79,0.203,0,0.241,0.238,27.6,4.6,0.286,0.214,56,84
"杉谷　拳士",2017,"Top","F",80,71,0.155,0,0.211,0.2,22.5,5,0.208,0.188,53,75
"高梨　裕稔",2017,"Top","F",5,4,0,0,0,0,40,0,0,0,2,4
"武田　久",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"田中　賢介",2017,"Top","F",340,305,0.252,2,0.295,0.329,10,10.29,0.279,0.282,269,339
"田中　豊樹",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"谷元　圭介",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"玉井　大翔",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"ドレイク",2017,"Top","F",78,75,0.227,1,0.28,0.256,25.6,3.85,0.296,0.237,54,78
"中島　卓也",2017,"Top","F",331,283,0.208,1,0.237,0.268,24.2,6.95,0.287,0.23,202,306
"中田　翔",2017,"Top","F",485,424,0.208,16,0.37,0.299,19,10.72,0.225,0.299,320,485
"中村　勝",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"西川　遥輝",2017,"Top","F",578,502,0.295,9,0.418,0.376,16.4,11.07,0.347,0.352,401,572
"白村　明弘",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"平沼　翔太",2017,"Top","F",3,3,0,0,0,0,33.3,0,0,0,2,3
"堀　瑞輝",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"マーティン",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"増井　浩俊",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"松本　剛",2017,"Top","F",380,341,0.284,4,0.358,0.321,14.2,4.47,0.327,0.299,284,361
"宮西　尚生",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"村田　透",2017,"Top","F",1,1,0,0,0,0,100,0,0,0,0,1
"メンドーサ",2017,"Top","F",3,3,0,0,0,0,66.7,0,0,0,1,3
"森本　龍弥",2017,"Top","F",10,9,0.111,0,0.111,0.2,30,0,0.167,0.16,6,10
"森山　恵佑",2017,"Top","F",5,5,0,0,0,0,80,0,0,0,1,5
"矢野　謙次",2017,"Top","F",49,44,0.205,0,0.25,0.286,26.5,10.2,0.29,0.249,31,49
"横尾　俊建",2017,"Top","F",91,82,0.22,4,0.378,0.297,29.7,6.59,0.275,0.299,51,91
"吉田　侑樹",2017,"Top","F",0,0,0,0,0,0,0,0,0,0,0,0
"レアード",2017,"Top","F",524,461,0.226,32,0.477,0.305,22.3,9.35,0.226,0.337,319,524
"渡邉　諒",2017,"Top","F",22,21,0.19,0,0.333,0.227,36.4,4.55,0.308,0.249,13,22
"相川　亮二",2017,"Top","G",39,37,0.135,0,0.162,0.154,23.1,2.56,0.172,0.141,29,39
"阿部　慎之助",2017,"Top","G",471,417,0.264,15,0.403,0.332,12.7,8.28,0.272,0.321,349,469
"池田　駿",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"石川　慎吾",2017,"Top","G",243,228,0.25,5,0.395,0.296,18.9,5.35,0.294,0.304,177,243
"乾　真大",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"今村　信貴",2017,"Top","G",1,1,1,0,1,1,0,0,1,0.865,1,1
"宇佐見　真吾",2017,"Top","G",32,29,0.31,3,0.621,0.375,37.5,6.25,0.429,0.422,14,32
"内海　哲也",2017,"Top","G",18,16,0.063,0,0.063,0.063,50,0,0.143,0.054,7,16
"江柄子　裕樹",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"大竹　寛",2017,"Top","G",26,19,0,0,0,0.05,50,3.85,0,0.035,6,20
"岡本　和真",2017,"Top","G",30,26,0.192,0,0.231,0.3,33.3,13.33,0.312,0.252,16,30
"カミネロ",2017,"Top","G",1,1,0,0,0,0,0,0,0,0,1,1
"亀井　善行",2017,"Top","G",253,229,0.245,5,0.371,0.308,13.8,8.3,0.267,0.3,191,252
"クルーズ",2017,"Top","G",33,32,0.156,0,0.188,0.152,9.1,0,0.167,0.145,30,33
"小林　誠司",2017,"Top","G",412,352,0.207,1,0.247,0.286,14.3,9.22,0.244,0.241,295,391
"坂本　勇人",2017,"Top","G",567,498,0.295,14,0.438,0.376,14.3,11.11,0.328,0.359,405,565
"桜井　俊貴",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"實松　一成",2017,"Top","G",13,8,0,0,0,0.333,46.2,15.38,0,0.196,2,11
"重信　慎之介",2017,"Top","G",68,61,0.148,0,0.197,0.224,26.5,8.82,0.209,0.199,43,67
"篠原　慎平",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"菅野　智之",2017,"Top","G",58,49,0.184,0,0.184,0.231,20.7,5.17,0.243,0.19,37,52
"高木　勇人",2017,"Top","G",5,5,0.2,0,0.2,0.2,20,0,0.25,0.173,4,5
"田口　麗斗",2017,"Top","G",55,44,0.091,0,0.091,0.111,29.1,1.82,0.143,0.092,28,45
"立岡　宗一郎",2017,"Top","G",214,197,0.208,0,0.254,0.25,20.1,5.14,0.266,0.226,154,208
"谷岡　竜平",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"田原　誠次",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"長野　久義",2017,"Top","G",480,429,0.263,15,0.427,0.338,19,9.17,0.302,0.335,324,477
"辻　東倫",2017,"Top","G",36,32,0.25,0,0.25,0.333,19.4,11.11,0.32,0.269,25,36
"寺内　崇幸",2017,"Top","G",34,25,0.24,1,0.56,0.345,23.5,8.82,0.312,0.395,16,29
"戸根　千明",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"中井　大介",2017,"Top","G",240,218,0.229,4,0.339,0.284,18.3,6.67,0.269,0.277,171,236
"中川　皓太",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"西村　健太朗",2017,"Top","G",1,1,0,0,0,0,100,0,0,0,0,1
"橋本　到",2017,"Top","G",129,111,0.279,1,0.387,0.341,20.9,7.75,0.357,0.324,84,123
"畠　世周",2017,"Top","G",24,23,0.043,0,0.043,0.043,79.2,0,0.25,0.038,4,23
"マイコラス",2017,"Top","G",62,59,0.119,1,0.203,0.119,56.5,0,0.261,0.139,23,59
"マギー",2017,"Top","G",539,485,0.32,16,0.518,0.38,19.1,9.09,0.376,0.388,370,535
"マシソン",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"宮國　椋丞",2017,"Top","G",15,14,0.071,0,0.071,0.071,33.3,0,0.111,0.062,9,14
"村田　修一",2017,"Top","G",383,341,0.255,10,0.39,0.332,15.1,8.88,0.28,0.32,275,383
"森福　允彦",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"山口　俊",2017,"Top","G",6,5,0.2,0,0.2,0.333,50,16.67,0.5,0.26,2,6
"山口　鉄也",2017,"Top","G",0,0,0,0,0,0,0,0,0,0,0,0
"山本　泰寛",2017,"Top","G",82,65,0.169,0,0.2,0.28,22,10.98,0.234,0.232,47,75
"陽　岱鋼",2017,"Top","G",331,287,0.282,9,0.446,0.373,19.3,10.88,0.335,0.362,215,330
"吉川　尚輝",2017,"Top","G",6,6,0,0,0,0,33.3,0,0,0,4,6
"吉川　光夫",2017,"Top","G",7,7,0.143,0,0.143,0.143,42.9,0,0.25,0.124,4,7
"脇谷　亮太",2017,"Top","G",62,58,0.241,0,0.241,0.279,21,4.84,0.311,0.233,45,61
"明石　健志",2017,"Top","H",309,265,0.279,1,0.347,0.345,15.5,9.06,0.333,0.307,219,295
"飯田　優也",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"五十嵐　亮太",2017,"Top","H",1,1,0,0,0,0,0,0,0,0,1,1
"石川　柊太",2017,"Top","H",2,2,0,0,0,0,100,0,0,0,0,2
"今宮　健太",2017,"Top","H",574,484,0.269,13,0.426,0.319,14.6,5.75,0.3,0.326,390,524
"岩嵜　翔",2017,"Top","H",1,1,0,0,0,0,100,0,0,0,0,1
"上林　誠知",2017,"Top","H",419,385,0.265,12,0.442,0.308,21,5.49,0.314,0.325,287,410
"内川　聖一",2017,"Top","H",285,252,0.294,12,0.488,0.368,8.8,10.88,0.286,0.372,217,285
"江川　智晃",2017,"Top","H",53,49,0.224,0,0.286,0.269,26.4,3.77,0.314,0.251,35,52
"大隣　憲司",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"岡本　健",2017,"Top","H",1,1,0,0,0,0,100,0,0,0,0,1
"甲斐　拓也",2017,"Top","H",243,195,0.231,5,0.379,0.324,26.7,10.29,0.32,0.314,125,221
"笠原　大芽",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"笠谷　俊介",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"加治屋　蓮",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"釜元　豪",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"嘉弥真　新也",2017,"Top","H",1,1,0,0,0,0,100,0,0,0,0,1
"川﨑　宗則",2017,"Top","H",156,137,0.241,0,0.314,0.309,23.7,7.05,0.327,0.283,101,152
"川島　慶三",2017,"Top","H",125,101,0.277,5,0.495,0.387,18.4,12.8,0.315,0.387,73,119
"城所　龍磨",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"栗原　陵矢",2017,"Top","H",2,2,0,0,0,0,50,0,0,0,1,2
"小澤　怜史",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"サファテ",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"ジェンセン",2017,"Top","H",14,12,0.083,1,0.333,0.214,64.3,14.29,0,0.246,2,14
"攝津　正",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"千賀　滉大",2017,"Top","H",3,3,0,0,0,0,33.3,0,0,0,2,3
"曽根　海成",2017,"Top","H",3,3,0,0,0,0,33.3,0,0,0,2,3
"髙田　知季",2017,"Top","H",115,101,0.228,1,0.337,0.278,20,4.35,0.286,0.274,77,108
"髙橋　純平",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"髙谷　裕亮",2017,"Top","H",177,159,0.201,0,0.22,0.25,15.8,5.65,0.241,0.214,133,172
"武田　翔太",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"塚田　正義",2017,"Top","H",20,19,0.158,1,0.368,0.2,30,0,0.167,0.25,12,20
"鶴岡　慎也",2017,"Top","H",29,25,0.32,3,0.68,0.393,10.3,10.34,0.263,0.45,19,28
"デスパイネ",2017,"Top","H",506,447,0.264,34,0.523,0.344,21.7,10.28,0.275,0.371,306,504
"寺原　隼人",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"中田　賢一",2017,"Top","H",2,2,0,0,0,0,0,0,0,0,2,2
"中村　晃",2017,"Top","H",553,477,0.273,4,0.346,0.35,9.2,10.13,0.296,0.313,426,540
"バンデンハーク",2017,"Top","H",6,3,0,0,0,0,33.3,0,0,0,1,3
"長谷川　勇也",2017,"Top","H",44,37,0.216,2,0.514,0.341,34.1,15.91,0.3,0.372,20,44
"東浜　巨",2017,"Top","H",2,2,0,0,0,0,100,0,0,0,0,2
"福田　秀平",2017,"Top","H",91,83,0.193,3,0.337,0.247,33,6.59,0.26,0.258,50,89
"本多　雄一",2017,"Top","H",120,104,0.202,0,0.24,0.265,15,7.5,0.244,0.232,86,113
"牧原　大成",2017,"Top","H",3,3,0.333,0,0.333,0.333,0,0,0.333,0.288,3,3
"真砂　勇介",2017,"Top","H",13,12,0.083,1,0.333,0.154,15.4,7.69,0,0.212,9,13
"松田　宣浩",2017,"Top","H",533,494,0.261,23,0.464,0.313,21.6,6.94,0.297,0.336,357,531
"松本　裕樹",2017,"Top","H",6,4,0.25,0,0.25,0.25,0,0,0.25,0.216,4,4
"モイネロ",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"森　唯斗",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"柳田　悠岐",2017,"Top","H",550,447,0.311,31,0.591,0.427,22.2,16.18,0.359,0.431,301,542
"山田　大樹",2017,"Top","H",1,1,0,0,0,0,100,0,0,0,0,1
"吉村　裕基",2017,"Top","H",6,6,0.167,0,0.167,0.167,33.3,0,0.25,0.144,4,6
"和田　毅",2017,"Top","H",0,0,0,0,0,0,0,0,0,0,0,0
"愛斗",2017,"Top","L",6,5,0,0,0,0.167,50,0,0,0.122,2,6
"秋山　翔吾",2017,"Top","L",611,527,0.323,24,0.539,0.404,15.1,11.78,0.349,0.407,418,610
"浅村　栄斗",2017,"Top","L",588,531,0.294,16,0.45,0.351,15.1,7.14,0.324,0.35,432,587
"ウルフ",2017,"Top","L",5,4,0,0,0,0,20,0,0,0,3,4
"呉　念庭",2017,"Top","L",31,27,0.259,0,0.37,0.323,9.7,9.68,0.28,0.305,25,31
"上本　達之",2017,"Top","L",11,10,0.1,0,0.1,0.182,18.2,9.09,0.125,0.142,8,11
"大石　達也",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0
"岡田　雅利",2017,"Top","L",160,133,0.218,0,0.271,0.302,16.2,6.25,0.271,0.263,107,148
"岡本　洋介",2017,"Top","L",2,2,0,0,0,0,100,0,0,0,0,2
"ガルセス",2017,"Top","L",1,1,0,0,0,0,0,0,0,0,1,1
"金子　侑司",2017,"Top","L",295,259,0.282,5,0.413,0.347,15.9,9.15,0.322,0.334,211,291
"キャンデラリオ",2017,"Top","L",0,0,0,0,0,0,0,0,0,0,0,0
"菊池　雄星",2017,"Top","L",5,5,0.2,0,0.2,0.2,40,0,0.333,0.173,3,5
