"Player_name","Year","Level","T","PA","AB","AVG","HR","SLG","OBP","Kpct","BBpct","BABIP","wOBA","BABIP_denom","wOBA_denom"
"豊福　晃司",2012,"Farm","H",1,1,0,0,0,0,0,0,0,0,1,1
"仲澤　忠厚",2012,"Farm","H",160,137,0.263,0,0.314,0.336,11.9,9.38,0.305,0.295,118,152
"中西　健太",2012,"Farm","H",325,274,0.288,5,0.405,0.389,14.5,13.23,0.332,0.352,223,318
"中原　恵司",2012,"Farm","H",185,163,0.258,2,0.387,0.324,15.7,8.11,0.303,0.317,132,179
"中村　晃",2012,"Farm","H",296,244,0.295,4,0.418,0.399,8.8,14.53,0.313,0.364,217,291
"二保　旭",2012,"Farm","H",6,4,0,0,0,0,50,0,0,0,1,4
"バリオス",2012,"Farm","H",0,0,0,0,0,0,0,0,0,0,0,0
"長谷川　勇也",2012,"Farm","H",55,47,0.34,1,0.447,0.436,23.6,12.73,0.455,0.392,33,55
"ピント",2012,"Farm","H",2,2,0,0,0,0,100,0,0,0,0,2
"ファルケンボーグ",2012,"Farm","H",0,0,0,0,0,0,0,0,0,0,0,0
"福田　秀平",2012,"Farm","H",18,17,0.294,0,0.294,0.278,11.1,0,0.312,0.24,16,18
"福元　淳史",2012,"Farm","H",123,111,0.306,1,0.405,0.319,11.4,1.63,0.337,0.313,98,116
"藤岡　好明",2012,"Farm","H",0,0,0,0,0,0,0,0,0,0,0,0
"帆足　和幸",2012,"Farm","H",1,1,1,0,1,1,0,0,1,0.865,1,1
"星野　大地",2012,"Farm","H",0,0,0,0,0,0,0,0,0,0,0,0
"細川　亨",2012,"Farm","H",11,9,0.444,0,0.556,0.5,9.1,0,0.5,0.466,8,10
"本多　雄一",2012,"Farm","H",8,6,0.167,0,0.167,0.375,0,25,0.167,0.281,6,8
"牧原　大成",2012,"Farm","H",298,274,0.277,0,0.339,0.297,9.7,2.01,0.309,0.279,246,283
"松田　宣浩",2012,"Farm","H",3,2,0,0,0,0.333,66.7,33.33,0,0.231,0,3
"松中　信彦",2012,"Farm","H",26,25,0.2,0,0.2,0.231,15.4,3.85,0.238,0.193,21,26
"三浦　翔太",2012,"Farm","H",0,0,0,0,0,0,0,0,0,0,0,0
"安田　圭佑",2012,"Farm","H",111,98,0.316,0,0.367,0.38,14.4,7.21,0.378,0.334,82,108
"柳川　洋平",2012,"Farm","H",0,0,0,0,0,0,0,0,0,0,0,0
"柳田　悠岐",2012,"Farm","H",213,190,0.3,4,0.426,0.365,30,7.04,0.431,0.349,123,211
"柳瀬　明宏",2012,"Farm","H",0,0,0,0,0,0,0,0,0,0,0,0
"山下　斐紹",2012,"Farm","H",290,277,0.206,0,0.26,0.218,14.5,1.03,0.241,0.21,237,284
"陽　耀勲",2012,"Farm","H",0,0,0,0,0,0,0,0,0,0,0,0
"吉川　輝昭",2012,"Farm","H",2,2,0,0,0,0,100,0,0,0,0,2
"李　杜軒",2012,"Farm","H",297,255,0.271,6,0.408,0.346,18.2,9.76,0.321,0.334,196,286
"ロメロ",2012,"Farm","H",0,0,0,0,0,0,0,0,0,0,0,0
"秋山　翔吾",2012,"Farm","L",34,26,0.346,1,0.462,0.5,11.8,20.59,0.381,0.42,21,33
"浅村　栄斗",2012,"Farm","L",47,41,0.22,2,0.39,0.298,12.8,8.51,0.206,0.301,34,47
"阿部　真宏",2012,"Farm","L",164,142,0.275,4,0.43,0.35,6.7,9.15,0.269,0.342,130,163
"荒川　雄太",2012,"Farm","L",21,21,0.143,0,0.143,0.143,23.8,0,0.188,0.124,16,21
"石川　貢",2012,"Farm","L",416,380,0.274,4,0.363,0.324,12.5,4.81,0.309,0.305,324,408
"岩尾　利弘",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"ウィリアムス",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"上本　達之",2012,"Farm","L",14,10,0.2,0,0.2,0.357,0,21.43,0.182,0.272,11,14
"梅田　尚通",2012,"Farm","L",95,91,0.176,1,0.264,0.211,27.4,2.11,0.234,0.211,64,95
"オーティズ",2012,"Farm","L",34,31,0.355,5,0.935,0.412,8.8,5.88,0.261,0.56,23,34
"大石　達也",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"大崎　雄太朗",2012,"Farm","L",19,15,0.333,0,0.533,0.375,10.5,5.26,0.385,0.402,13,16
"大島　裕行",2012,"Farm","L",266,238,0.227,5,0.328,0.278,12.8,6.77,0.243,0.268,202,259
"岡本　篤志",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"岡本　洋介",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"長田　秀一郎",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"鬼崎　裕司",2012,"Farm","L",116,104,0.192,3,0.327,0.234,22.4,4.31,0.224,0.246,76,111
"カーター",2012,"Farm","L",81,72,0.222,3,0.389,0.284,22.2,7.41,0.245,0.293,53,81
"片岡　易之",2012,"Farm","L",70,64,0.359,0,0.5,0.4,12.9,7.14,0.411,0.393,56,70
"菊池　雄星",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"岸　孝之",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"木村　文紀",2012,"Farm","L",12,11,0.091,0,0.091,0.167,41.7,8.33,0.167,0.13,6,12
"熊代　聖人",2012,"Farm","L",48,43,0.209,0,0.279,0.277,20.8,8.33,0.273,0.253,33,47
"ゴンザレス",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"小石　博孝",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"駒月　仁人",2012,"Farm","L",47,43,0.209,1,0.279,0.255,42.6,0,0.348,0.238,23,47
"斉藤　彰吾",2012,"Farm","L",137,117,0.291,2,0.419,0.39,23.4,10.95,0.386,0.362,83,136
"坂田　遼",2012,"Farm","L",239,201,0.274,4,0.403,0.367,12.1,12.55,0.297,0.342,172,237
"坂元　弥太郎",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"桟原　将司",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"佐藤　友亮",2012,"Farm","L",148,118,0.246,3,0.407,0.371,8.8,16.22,0.252,0.346,103,142
"嶋　重宣",2012,"Farm","L",118,104,0.212,2,0.298,0.288,12.7,9.32,0.225,0.264,89,118
"炭谷　銀仁朗",2012,"Farm","L",3,2,0.5,0,0.5,0.667,0,33.33,0.5,0.519,2,3
"高山　久",2012,"Farm","L",170,153,0.261,4,0.399,0.324,21.2,6.47,0.313,0.316,115,169
"武隈　祥太",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"岳野　竜也",2012,"Farm","L",149,119,0.21,0,0.252,0.329,12.1,12.08,0.248,0.276,101,140
"武山　真吾",2012,"Farm","L",77,70,0.271,0,0.286,0.292,23.4,1.3,0.365,0.255,52,72
"田代　将太郎",2012,"Farm","L",126,119,0.269,0,0.303,0.29,21.4,3.17,0.344,0.261,93,124
"田中　靖洋",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"十亀　剣",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"永江　恭平",2012,"Farm","L",280,256,0.258,0,0.309,0.297,27.1,4.64,0.363,0.269,182,273
"中崎　雄太",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"中田　祥多",2012,"Farm","L",145,136,0.184,1,0.301,0.201,18.6,1.38,0.222,0.222,108,139
"中村　剛也",2012,"Farm","L",4,3,0,0,0,0.25,25,25,0,0.173,2,4
"西口　文也",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"野上　亮磨",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"林崎　遼",2012,"Farm","L",387,333,0.258,5,0.363,0.323,15,7.75,0.298,0.306,272,368
"原　拓也",2012,"Farm","L",66,59,0.186,0,0.22,0.25,18.2,6.06,0.234,0.218,47,64
"平尾　博嗣",2012,"Farm","L",8,7,0.143,0,0.143,0.25,25,12.5,0.2,0.195,5,8
"平野　将光",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"藤澤　亨明",2012,"Farm","L",2,1,0,0,0,0.5,0,50,0,0.346,1,2
"藤田　太陽",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"藤原　良平",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"星　孝典",2012,"Farm","L",54,49,0.224,0,0.265,0.283,9.3,7.41,0.25,0.249,44,53
"星　秀和",2012,"Farm","L",68,61,0.164,2,0.262,0.239,26.5,7.35,0.195,0.227,41,67
"星野　智樹",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"ＭＩＣＨＥＡＬ",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"牧田　和久",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"松下　建太",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"松永　浩典",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"美沢　将",2012,"Farm","L",299,268,0.235,2,0.284,0.293,19.1,5.69,0.292,0.261,209,290
"宮田　和希",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"山本　淳",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"米野　智人",2012,"Farm","L",91,81,0.235,1,0.296,0.311,17.6,7.69,0.281,0.276,64,90
"涌井　秀章",2012,"Farm","L",0,0,0,0,0,0,0,0,0,0,0,0
"青野　毅",2012,"Farm","M",198,176,0.278,3,0.375,0.338,14.1,7.58,0.309,0.314,149,198
"青松　敬鎔",2012,"Farm","M",159,130,0.262,3,0.369,0.378,11.9,10.06,0.284,0.34,109,156
"秋親",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"阿部　和成",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"生山　裕人",2012,"Farm","M",144,129,0.233,2,0.341,0.268,27.1,4.86,0.311,0.267,90,138
"伊志嶺　翔大",2012,"Farm","M",309,251,0.299,1,0.371,0.415,11.3,13.27,0.344,0.358,215,301
"伊藤　義弘",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"上野　大樹",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"植松　優友",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"内　竜也",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"江村　直也",2012,"Farm","M",67,62,0.21,0,0.242,0.269,25.4,7.46,0.289,0.233,45,67
"大谷　智久",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"大嶺　祐太",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"荻野　貴司",2012,"Farm","M",130,116,0.31,3,0.474,0.377,3.1,7.69,0.3,0.373,110,130
"荻野　忠寛",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"小野　晋吾",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"カルロス・ロサ",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"角中　勝也",2012,"Farm","M",76,67,0.388,2,0.627,0.447,9.2,7.89,0.407,0.462,59,76
"香月　良仁",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"金澤　岳",2012,"Farm","M",101,90,0.256,2,0.411,0.317,13.9,8.91,0.276,0.319,76,101
"唐川　侑己",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"木村　雄太",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"木本　幸広",2012,"Farm","M",32,28,0.179,0,0.179,0.281,34.4,9.38,0.294,0.223,17,32
"清田　育宏",2012,"Farm","M",100,84,0.357,3,0.595,0.44,14,14,0.391,0.443,69,100
"グライシンガー",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"工藤　隆人",2012,"Farm","M",138,127,0.283,0,0.362,0.328,10.9,5.8,0.319,0.306,113,137
"黒沢　翔太",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"小池　翔大",2012,"Farm","M",202,172,0.291,0,0.349,0.39,14.4,11.88,0.35,0.337,143,200
"神戸　拓光",2012,"Farm","M",302,253,0.206,7,0.336,0.311,18.9,13.25,0.23,0.292,196,302
"小林　敦",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"里崎　智也",2012,"Farm","M",5,4,0.5,0,0.5,0.6,0,20,0.5,0.484,4,5
"翔太",2012,"Farm","M",372,327,0.26,1,0.315,0.333,18.8,8.87,0.323,0.293,260,369
"鈴江　彬",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"鈴木　大地",2012,"Farm","M",171,150,0.313,1,0.387,0.364,9.4,6.43,0.341,0.331,135,165
"角　晃多",2012,"Farm","M",356,315,0.225,4,0.314,0.267,15.4,4.21,0.256,0.257,262,341
"高濱　卓也",2012,"Farm","M",377,322,0.301,4,0.385,0.387,14.3,11.41,0.346,0.344,269,375
"田中　雅彦",2012,"Farm","M",4,3,0.333,0,0.667,0.5,0,25,0.333,0.506,3,4
"蔡　森夫",2012,"Farm","M",25,23,0.174,0,0.217,0.2,32,0,0.25,0.186,16,25
"中後　悠平",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"中郷　大樹",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"西野　勇士",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"橋本　健太郎",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"服部　泰卓",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"早坂　圭介",2012,"Farm","M",9,8,0,0,0,0.111,11.1,11.11,0,0.077,7,9
"林　啓介",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"藤岡　貴裕",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"藤谷　周平",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"古谷　拓哉",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"ペン",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"塀内　久雄",2012,"Farm","M",54,46,0.261,0,0.326,0.333,13,9.26,0.293,0.296,41,54
"ホワイトセル",2012,"Farm","M",171,146,0.281,4,0.425,0.368,13.5,11.11,0.303,0.35,122,171
"細谷　圭",2012,"Farm","M",352,315,0.286,8,0.441,0.344,12.8,8.24,0.306,0.342,268,351
"マシス",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"松本　幸大",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"的場　直樹",2012,"Farm","M",14,12,0.167,0,0.333,0.286,35.7,14.29,0.286,0.289,7,14
"光原　逸裕",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"南　昌輝",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"南　竜介",2012,"Farm","M",177,151,0.212,6,0.397,0.311,13.6,12.99,0.21,0.313,124,177
"山口　祥吾",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"山室　公志郎",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"山本　一徳",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"山本　徹矢",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"吉見　祐治",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"レデズマ",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"渡辺　俊介",2012,"Farm","M",0,0,0,0,0,0,0,0,0,0,0,0
"渡辺　正人",2012,"Farm","M",135,120,0.258,1,0.333,0.316,22.2,7.41,0.33,0.289,91,133
"相川　亮二",2012,"Farm","S",5,5,0.2,0,0.2,0.2,0,0,0.2,0.173,5,5
"赤川　克紀",2012,"Farm","S",3,2,0.5,0,0.5,0.5,33.3,0,1,0.432,1,2
"麻生　知史",2012,"Farm","S",247,212,0.269,4,0.392,0.342,14.2,8.91,0.305,0.326,174,237
"阿部　健太",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"荒木　貴裕",2012,"Farm","S",393,335,0.269,2,0.346,0.348,15.8,9.92,0.322,0.313,273,379
"飯原　誉士",2012,"Farm","S",62,53,0.302,1,0.434,0.403,19.4,12.9,0.375,0.373,40,62
"石川　雅規",2012,"Farm","S",2,2,0,0,0,0,0,0,0,0,2,2
"一場　靖弘",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"林　昌勇",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"ウーゴ",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"上田　剛史",2012,"Farm","S",55,35,0.371,0,0.514,0.574,10.9,30.91,0.433,0.482,30,54
"上野　啓輔",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"太田　裕哉",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"押本　健彦",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"小野寺　力",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"加藤　幹典",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"川上　竜平",2012,"Farm","S",112,103,0.175,1,0.262,0.22,25.9,4.46,0.233,0.217,73,109
"川端　慎吾",2012,"Farm","S",33,28,0.321,1,0.464,0.424,9.1,15.15,0.333,0.391,24,33
"川本　良平",2012,"Farm","S",77,67,0.254,0,0.373,0.333,15.6,9.09,0.309,0.32,55,75
"北野　洸貴",2012,"Farm","S",55,51,0.235,0,0.314,0.264,30.9,3.64,0.353,0.256,34,53
"木下　達生",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"木谷　良平",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"久古　健太郎",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"楠城　祐介",2012,"Farm","S",167,154,0.253,2,0.344,0.303,15,3.59,0.291,0.289,127,165
"佐藤　貴規",2012,"Farm","S",362,343,0.3,4,0.399,0.324,13,3.04,0.337,0.315,294,358
"七條　祐樹",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"正田　樹",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"武内　晋一",2012,"Farm","S",23,22,0.364,0,0.364,0.391,8.7,4.35,0.4,0.331,20,23
"館山　昌平",2012,"Farm","S",1,1,0,0,0,0,100,0,0,0,0,1
"徳山　武陽",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"中澤　雅人",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"中村　悠平",2012,"Farm","S",42,42,0.214,0,0.238,0.214,16.7,0,0.257,0.197,35,42
"西田　明央",2012,"Farm","S",245,207,0.246,0,0.304,0.33,11,9.39,0.283,0.291,180,233
"新田　玄気",2012,"Farm","S",114,99,0.323,0,0.354,0.361,16.7,6.14,0.39,0.314,82,108
"野口　祥順",2012,"Farm","S",164,127,0.252,2,0.394,0.377,12.2,15.24,0.283,0.348,106,154
"バーネット",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"バレンティン",2012,"Farm","S",7,6,0.333,1,0.833,0.429,14.3,14.29,0.25,0.517,4,7
"畠山　和洋",2012,"Farm","S",8,7,0.429,0,0.571,0.5,12.5,12.5,0.5,0.47,6,8
"比屋根　渉",2012,"Farm","S",157,148,0.297,0,0.324,0.331,9.6,5.1,0.328,0.29,134,157
"平井　諒",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"フェルナンデス",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"福川　将和",2012,"Farm","S",69,44,0.205,1,0.295,0.455,4.3,30.43,0.195,0.363,41,66
"福地　寿樹",2012,"Farm","S",40,35,0.314,1,0.4,0.342,5,5,0.303,0.318,33,38
"藤本　敦士",2012,"Farm","S",42,35,0.371,1,0.514,0.476,7.1,16.67,0.387,0.434,31,42
"古野　正人",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"曲尾　マイケ",2012,"Farm","S",120,106,0.236,2,0.34,0.305,29.2,4.17,0.329,0.289,70,118
"増渕　竜義",2012,"Farm","S",2,2,0,0,0,0,50,0,0,0,1,2
"又野　知弥",2012,"Farm","S",239,213,0.183,4,0.291,0.227,21.3,4.18,0.213,0.23,164,233
"松井　光介",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"松井　淳",2012,"Farm","S",214,191,0.304,4,0.429,0.366,13.6,7.01,0.338,0.349,160,212
"松岡　健一",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"松元　ユウイチ",2012,"Farm","S",262,240,0.304,5,0.45,0.363,9.2,8.02,0.322,0.358,211,262
"水田　圭介",2012,"Farm","S",101,87,0.23,2,0.333,0.302,11.9,5.94,0.247,0.286,73,96
"水野　祐希",2012,"Farm","S",38,32,0.156,0,0.188,0.243,36.8,10.53,0.263,0.204,19,37
"宮出　隆自",2012,"Farm","S",147,132,0.212,2,0.265,0.293,12.2,9.52,0.232,0.255,112,147
"宮本　慎也",2012,"Farm","S",6,6,0,0,0,0,16.7,0,0,0,5,6
"三輪　正義",2012,"Farm","S",53,45,0.311,0,0.356,0.36,17,7.55,0.378,0.316,37,50
"村中　恭兵",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"森岡　良介",2012,"Farm","S",4,3,0,0,0,0.25,50,0,0,0.182,1,4
"八木　亮祐",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"山岸　穣",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"山田　哲人",2012,"Farm","S",170,147,0.293,0,0.374,0.373,10,10.59,0.331,0.336,130,166
"山本　哲哉",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"雄平",2012,"Farm","S",301,275,0.284,6,0.422,0.339,16.3,6.98,0.327,0.335,220,298
"由規",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"ロマン",2012,"Farm","S",1,1,0,0,0,0,100,0,0,0,0,1
"渡辺　恒樹",2012,"Farm","S",0,0,0,0,0,0,0,0,0,0,0,0
"秋山　拓巳",2012,"Farm","T",22,18,0.167,0,0.222,0.167,31.8,0,0.273,0.17,11,18
"浅井　良",2012,"Farm","T",32,26,0.269,0,0.346,0.387,9.4,15.62,0.304,0.337,23,31
"穴田　真規",2012,"Farm","T",39,37,0.108,0,0.108,0.154,30.8,5.13,0.16,0.124,25,39
"新井　良太",2012,"Farm","T",6,5,0.2,0,0.2,0.333,33.3,16.67,0.333,0.26,3,6
"荒木　郁也",2012,"Farm","T",251,219,0.224,0,0.26,0.283,10,7.17,0.253,0.247,194,237
"安藤　優也",2012,"Farm","T",3,3,0,0,0,0,33.3,0,0,0,2,3
"石川　俊介",2012,"Farm","T",0,0,0,0,0,0,0,0,0,0,0,0
"伊藤　和雄",2012,"Farm","T",9,6,0.167,0,0.333,0.286,22.2,11.11,0.25,0.289,4,7
"伊藤　隼太",2012,"Farm","T",310,280,0.239,2,0.318,0.296,16.1,6.77,0.281,0.275,231,307
"今成　亮太",2012,"Farm","T",22,16,0.313,0,0.313,0.45,13.6,18.18,0.385,0.355,13,20
"岩本　輝",2012,"Farm","T",19,16,0.188,0,0.188,0.278,31.6,10.53,0.3,0.221,10,18
"上本　博紀",2012,"Farm","T",34,30,0.2,0,0.267,0.273,17.6,8.82,0.25,0.249,24,33
"榎田　大樹",2012,"Farm","T",0,0,0,0,0,0,0,0,0,0,0,0
"岡崎　太一",2012,"Farm","T",81,68,0.221,0,0.25,0.312,16,11.11,0.273,0.262,55,77
"甲斐　雄平",2012,"Farm","T",92,83,0.169,1,0.217,0.22,31.5,5.43,0.236,0.197,55,91
"加藤　康介",2012,"Farm","T",1,1,0,0,0,0,100,0,0,0,0,1
"狩野　恵輔",2012,"Farm","T",54,50,0.32,2,0.52,0.37,22.2,7.41,0.389,0.387,36,54
"川崎　雄介",2012,"Farm","T",1,1,0,0,0,0,100,0,0,0,0,1
"清原　大貴",2012,"Farm","T",9,9,0,0,0,0,33.3,0,0,0,6,9
"久保　康友",2012,"Farm","T",2,2,0,0,0,0,0,0,0,0,2,2
"久保田　智之",2012,"Farm","T",0,0,0,0,0,0,0,0,0,0,0,0
"黒瀬　春樹",2012,"Farm","T",213,181,0.254,1,0.309,0.337,16,9.39,0.306,0.294,147,205
"黒田　祐輔",2012,"Farm","T",46,43,0.186,0,0.233,0.239,32.6,6.52,0.286,0.216,28,46
"小嶋　達也",2012,"Farm","T",1,1,0,0,0,0,100,0,0,0,0,1
"小林宏",2012,"Farm","T",7,6,0,0,0,0,14.3,0,0,0,6,7
"小宮山　慎二",2012,"Farm","T",38,34,0.265,1,0.412,0.342,18.4,10.53,0.308,0.332,26,38
"ザラテ",2012,"Farm","T",1,1,0,0,0,0,100,0,0,0,0,1
"歳内　宏明",2012,"Farm","T",10,7,0.143,0,0.143,0.143,0,0,0.143,0.124,7,7
"坂　克彦",2012,"Farm","T",203,184,0.288,3,0.38,0.351,14.8,8.87,0.331,0.325,151,202
"阪口　哲也",2012,"Farm","T",46,42,0.238,0,0.262,0.267,28.3,4.35,0.333,0.233,30,45
"鄭　凱文",2012,"Farm","T",2,0,0,0,0,0,0,0,0,0,0,0
"柴田　講平",2012,"Farm","T",103,82,0.305,1,0.366,0.42,7.8,15.53,0.324,0.356,74,100
"島本　浩也",2012,"Farm","T",0,0,0,0,0,0,0,0,0,0,0,0
"清水　誉",2012,"Farm","T",134,123,0.195,0,0.252,0.238,17.2,3.73,0.24,0.223,100,130
"俊介",2012,"Farm","T",123,106,0.217,2,0.321,0.294,12.2,8.13,0.233,0.277,90,119
"蕭　一傑",2012,"Farm","T",5,5,0,0,0,0,60,0,0,0,2,5
"城島　健司",2012,"Farm","T",11,11,0.455,0,0.636,0.455,18.2,0,0.556,0.478,9,11
"白仁田　寛和",2012,"Farm","T",10,10,0.1,0,0.1,0.1,60,0,0.25,0.086,4,10
"田上　健一",2012,"Farm","T",115,96,0.208,0,0.229,0.309,18.3,11.3,0.267,0.254,75,110
"玉置　隆",2012,"Farm","T",1,0,0,0,0,1,0,100,0,0.692,0,1
"筒井　和也",2012,"Farm","T",0,0,0,0,0,0,0,0,0,0,0,0
"中谷　将大",2012,"Farm","T",302,280,0.225,3,0.304,0.268,24.2,4.97,0.293,0.255,205,298
"西田　直斗",2012,"Farm","T",203,194,0.237,0,0.309,0.259,18.2,2.46,0.291,0.25,158,201
"西村　憲",2012,"Farm","T",0,0,0,0,0,0,0,0,0,0,0,0
"野原　将志",2012,"Farm","T",344,306,0.252,3,0.333,0.32,11.9,7.85,0.281,0.294,263,338
"野原　祐也",2012,"Farm","T",76,70,0.386,3,0.543,0.419,3.9,2.63,0.375,0.415,64,74
"橋本　良平",2012,"Farm","T",141,128,0.242,0,0.266,0.307,18.4,8.51,0.304,0.261,102,140
"原口　文仁",2012,"Farm","T",38,37,0.189,0,0.243,0.184,7.9,0,0.2,0.184,35,38
"一二三　慎太",2012,"Farm","T",53,45,0.178,0,0.222,0.302,26.4,15.09,0.258,0.253,31,53
"桧山　進次郎",2012,"Farm","T",2,2,0.5,0,0.5,0.5,0,0,0.5,0.432,2,2
"ブラゼル",2012,"Farm","T",16,14,0.429,1,0.714,0.5,12.5,6.25,0.455,0.518,11,16
"藤井　彰人",2012,"Farm","T",4,1,0,0,0,0.5,0,50,0,0.346,2,4
"藤井　宏政",2012,"Farm","T",99,88,0.193,0,0.239,0.253,21.2,7.07,0.254,0.226,67,95
"藤原　正典",2012,"Farm","T",0,0,0,0,0,0,0,0,0,0,0,0
